text,text_preprocessed,LEN
La [[Segunda Guerra Mundial]] y el alistamiento forzoso de personas trajeron de nuevo problemas de índole cultural entre anglófonos y francófonos.,La Segunda_Guerra_Mundial y el alistamiento forzoso de personas trajeron de nuevo problemas de índole cultural entre anglófonos y francófonos,19
"En [[1967]], Montreal fue sede de la Expo 67, una feria internacional que coincidió con el centenario de la [[independencia]] de Canadá.",En Montreal fue sede de la Expo una feria internacional que coincidió con el centenario de la independencia de Canadá,20
"El crecimiento del nacionalismo quebequés tuvo como consecuencia la aparición de actos terroristas, perpetrados en la ciudad por extremistas entre [[1963]] y [[1970]].",El crecimiento del nacionalismo quebequés tuvo como consecuencia la aparición de actos terroristas perpetrados en la ciudad por extremistas entre y,21
"La aprobación de la Ley 101 por el gobierno de Quebec, en [[1977]], que limitaba el uso del inglés y otros idiomas que no fuesen el francés en la política, el comercio y en los medios de comunicación, fueron factores decisivos, que causaron el alejamiento de comerciantes y empresas internacionales –que fueron mudándose paulatinamente hacia Toronto– y la disminución del número de inmigrantes instalados en la ciudad.",La aprobación de la Ley por el gobierno de Quebec en que limitaba el uso del inglés y otros idiomas que no fuesen el francés en la política el comercio y en los medios de comunicación fueron factores decisivos que causaron el alejamiento de comerciantes y empresas internacionales que fueron mudándose paulatinamente hacia Toronto y la disminución del número de inmigrantes instalados en la ciudad,65
"Montreal, el mayor centro urbano de Canadá y principal centro comercial e industrial del país desde los inicios de la historia moderna de Canadá, fue superado, en número de habitantes e importancia económica, por la ciudad de [[Toronto]] (Toronto y sus cinco distritos de la época, que actualmente componen juntos la ciudad de Toronto), en la provincia de Ontario, entre la década de 1970 y 80.",Montreal el mayor centro urbano de Canadá y principal centro comercial e industrial del país desde los inicios de la historia moderna de Canadá fue superado en número de habitantes e importancia económica por la ciudad de Toronto en la provincia de Ontario entre la década de y,48
El [[concejo]] posee más poder que el alcalde.,El concejo posee más poder que el alcalde,8
"El [[concejo]] tiene órgano jurisdiccional en varios dominios, incluyendo la seguridad pública, los cambios intergubernamentales, el medio ambiente, el urbanismo y ciertos programas de subvenciones.",El concejo tiene órgano jurisdiccional en varios dominios incluyendo la seguridad pública los cambios intergubernamentales el medio ambiente el urbanismo y ciertos programas de subvenciones,25
El [[concejo]] municipal opera siete comisiones.,El concejo municipal opera siete comisiones,6
"Las comisiones del [[concejo]] [[son]] responsables de las relaciones públicas y de la recepción de comentarios, sugestiones y críticas ligadas al [[concejo]] municipal.",Las comisiones del concejo son responsables de las relaciones públicas y de la recepción de comentarios sugestiones y críticas ligadas al concejo municipal,23
"[[La]] principal función de las comisiones del concejo es la de informar y favorecer la participación de los ciudadanos en debates públicos relacionados con la administración de la ciudad, e informar a la población sobre los miembros del [[concejo]] municipal, y los candidatos a ser miembros de este [[concejo]] en las elecciones municipales.",La principal función de las comisiones del concejo es la de informar y favorecer la participación de los ciudadanos en debates públicos relacionados con la administración de la ciudad e informar a la población sobre los miembros del concejo municipal y los candidatos a ser miembros de este concejo en las elecciones municipales,53
[[Cada]] comisión está formada de siete a nueve miembros elegidos (con excepción de un representante del gobierno de [[Quebec]]) e incluye un presidente y un vicepresidente.,Cada comisión está formada de siete a nueve miembros elegidos e incluye un presidente y un vicepresidente,17
[[El Consejo]] ejecutivo y los Consejos de distrito.,El_Consejo ejecutivo y los Consejos de distrito,7
"Montreal también posee un consejo ejecutivo, cuya función es la preparación de diversos documentos, como el presupuesto o [[las]] normativas municipales sujetas seguidamente al juicio del consejo de ciudad.",Montreal también posee un consejo ejecutivo cuya función es la preparación de diversos documentos como el presupuesto o las normativas municipales sujetas seguidamente al juicio del consejo de ciudad,29
"Se localiza a 75 km al este de la provincia canadiense de Ontario, a 150 km al este de la capital del país, [[Ottawa]] y a aproximadamente 200 km al suroeste de la capital de la provincia, la Ciudad de Quebec.",Se localiza a km al este de la provincia canadiense de Ontario a km al este de la capital del país Ottawa y a aproximadamente km al suroeste de la capital de la provincia la Ciudad de Quebec,38
"Montreal comprende una [[flora]] y una fauna muy diversificadas de entre la que destaca, entre otras especies, el arce plateado (""Acer saccharinum""), símbolo de la ciudad y de Quebec por su producción de jarabe de arce.",Montreal comprende una flora y una fauna muy diversificadas de entre la que destaca entre otras especies el arce plateado símbolo de la ciudad y de Quebec por su producción de jarabe de arce,34
"También se hablan bastante en Montreal el italiano, el árabe, el griego, el portugués, el español y el [[hindi]].",También se hablan bastante en Montreal el italiano el árabe el griego el portugués el español y el hindi,19
"En cuanto a las finanzas, la bolsa de valores de la ciudad creada en 1874, la primera de Canadá y la principal del país hasta 1999, ya no mueve más acciones (ahora esto se realiza en la bolsa de valores de [[Toronto]]).",En cuanto a las finanzas la bolsa de valores de la ciudad creada en la primera de Canadá y la principal del país hasta ya no mueve más acciones,29
"También produce aparatos electrónicos, equipamientos de transporte y de telecomunicaciones, alimentos industrializados, y es un centro de procesamiento de [[tabaco]].",También produce aparatos electrónicos equipamientos de transporte y de telecomunicaciones alimentos industrializados y es un centro de procesamiento de tabaco,20
[[La]] tasa de alumnos que estudian en escuelas privadas en la ciudad es la mayor de todo [[Canadá]]: aproximadamente un 24% de los alumnos.,La tasa de alumnos que estudian en escuelas privadas en la ciudad es la mayor de todo Canadá aproximadamente un de los alumnos,23
"Montreal ha sido denominada por la revista ""Monocle""como ""Capital Cultura de Canadá"" y es reconocida internacionalmente por su efervescencia cultural, siendo además el tercer mayor centro turístico de Canadá, tras Vancouver y [[Toronto]].",Montreal ha sido denominada por la revista Monoclecomo Capital Cultura de Canadá y es reconocida internacionalmente por su efervescencia cultural siendo además el tercer mayor centro turístico de Canadá tras Vancouver y Toronto,33
"Su festival del Orgullo Gay es el segundo mayor de América del Norte, sólo detrás del realizado en [[Toronto]].",Su festival del Orgullo Gay es el segundo mayor de América del Norte sólo detrás del realizado en Toronto,19
"El Boulevard Saint-Laurent, la principal avenida de Montreal, es una muestra de la diversidad cultural de la ciudad, donde están localizadas tiendas, restaurantes y comunidades portuguesas, griegas, judías, rusas, [[ucrania]]nas y latinoamericanas.",El Boulevard SaintLaurent la principal avenida de Montreal es una muestra de la diversidad cultural de la ciudad donde están localizadas tiendas restaurantes y comunidades portuguesas griegas judías rusas ucranianas y latinoamericanas,32
"Las flores de la bandera y del escudo de la ciudad son símbolos de [[Francia]], de Inglaterra, [[Escocia]] e [[Irlanda]].",Las flores de la bandera y del escudo de la ciudad son símbolos de Francia de Inglaterra Escocia e Irlanda,20
El Roma amo el capital del' [[Italia]],El Roma amo el capital del Italia,7
"Si Enrique Tuazón García, Jr. (alias: Tet García; n. 13 de Setiembre, 1940), en es un el politico de las [[Filipinas]] sa Ciudad de Balanga, [[Bataan]].",Si Enrique Tuazón García Jr en es un el politico de las Filipinas sa Ciudad de Balanga Bataan,18
"[[Para]] usar estas banderas en los artículos de [[Wikipedia]], sólo debes seguir el enlace correspondiente para ver la imagen directamente.",Para usar estas banderas en los artículos de Wikipedia sólo debes seguir el enlace correspondiente para ver la imagen directamente,20
"[[Para]] el artículo en sí, utiliza el formato .",Para el artículo en sí utiliza el formato,8
"= Banderas nacionales y de territorios dependientes de [[ultramar]] = 匮 <hr noshade="""" tamaño=""2""/>",Banderas nacionales y de territorios dependientes de ultramar 匮 hr noshade tamaño,12
"La Mar de Filipinas se encuentra en la parte oeste del Oceano pacifico bordeado por el mar de las [[Filipinas]] y [[Taiwán]] en el oeste, Japon por el norte las Marianas oriente kaj [[Palau]] sude.",La Mar de Filipinas se encuentra en la parte oeste del Oceano pacifico bordeado por el mar de las Filipinas y Taiwán en el oeste Japon por el norte las Marianas oriente kaj Palau sude,35
[[Angelina Jolie]] es un americano actriz,Angelina_Jolie es un americano actriz,5
"El nombre de este mes estava na nombre de [[Julius Caesar]], un emperador de maga Romano.",El nombre de este mes estava na nombre de Julius_Caesar un emperador de maga Romano,15
"Ankara es la capital na [[Turquía]], tiene una populacion de 4, 587,558 en centro urbano (2014) y una provincia (2015).",Ankara es la capital na Turquía tiene una populacion de en centro urbano y una provincia,16
"Na calendario gregoriano, un año dura 365 maga [[dia]], pero maga algun año dura 366.",Na calendario gregoriano un año dura maga dia pero maga algun año dura,13
"Tamen, cuando un persona vende un cosa a otro persona, akel persona dale cen a el vendedor, para comprá con [[tal]] cosa.",Tamen cuando un persona vende un cosa a otro persona akel persona dale cen a el vendedor para comprá con tal cosa,22
"Na [[Estados Unidos]], está el dolar; na [[México]] y [[Filipinas]], el peso, y na [[España]], el gente usa el euro.",Na Estados_Unidos está el dolar na México y Filipinas el peso y na España el gente usa el euro,19
"San Pío de Pietrelcina, también conocido como Padre Pío, (n. Pietrelcina (Campania); 25 de mayo de 1887 - m. San Giovanni Rotondo (Puglia); 23 de septiembre de [[1968]]), religioso y santo italiano.",San Pío de Pietrelcina también conocido como Padre Pío de mayo de m San Giovanni Rotondo de septiembre de religioso y santo italiano,23
"Su infancia se caracteriza por una salud frágil y enfermiza.Es desde esta edad donde manifiesta un gran deseo por el sacerdocio, nacido por el encuentro que tiene con un [[monje]] [[capuchino]] del convento de Morcone (a 30 km.",Su infancia se caracteriza por una salud frágil y enfermizaEs desde esta edad donde manifiesta un gran deseo por el sacerdocio nacido por el encuentro que tiene con un monje capuchino del convento de Morcone a km,37
de [[Pietrelcina]]) llamado Fray Camillo quien pasaba por su casa pidiendo limonsa.,de Pietrelcina llamado Fray Camillo quien pasaba por su casa pidiendo limonsa,12
"Su padre tiene que emigrar a América para poder pagar sus estudios, en 1898 a Estados Unidos y en 1910 a [[Argentina]].",Su padre tiene que emigrar a América para poder pagar sus estudios en a Estados Unidos y en a Argentina,20
"[[El maestro]] de novicios testificó que fray Pío ""fue siempre un novicio ejemplar, puntual en la observancia de la regla y nunca daba motivo para ser reprendido"".",El_maestro de novicios testificó que fray Pío fue siempre un novicio ejemplar puntual en la observancia de la regla y nunca daba motivo para ser reprendido,26
"Ese mismo año es trasladado al convento de [[Serracapriola]], ubicado a quince kilómetros del [[mar]], pero no le hizo nada bien y su salud decayó.",Ese mismo año es trasladado al convento de Serracapriola ubicado a quince kilómetros del mar pero no le hizo nada bien y su salud decayó,25
[[Sus]] superiores lo envían de regreso a [[Pietrelcina]] para ver si el clima de su casa le hace bien.,Sus superiores lo envían de regreso a Pietrelcina para ver si el clima de su casa le hace bien,19
[[Sin]] duda alguna lo que ha hecho famoso al [[Padre Pío]] es el fenómeno de los estigmas: las cinco llagas de [[Cristo crucificado]] que llevó en su cuerpo visiblemente durante 50 años.,Sin duda alguna lo que ha hecho famoso al Padre Pío es el fenómeno de los estigmas las cinco llagas de Cristo crucificado que llevó en su cuerpo visiblemente durante años,31
"Tuvo los estigmas durante varios años, con la particularidad que su sangre tenía un perfume de [[flores]].",Tuvo los estigmas durante varios años con la particularidad que su sangre tenía un perfume de flores,17
[[La]] noticia de que el [[Padre Pío]] [[tenía]] los estigmas se extendió rápidamente.,La noticia de que el Padre Pío tenía los estigmas se extendió rápidamente,13
"Muy pronto miles de personas acudían a [[San Giovanni Rotondo]] para verle, besarle sus manos, confesarse con él y asistir a sus misas.",Muy pronto miles de personas acudían a San_Giovanni_Rotondo para verle besarle sus manos confesarse con él y asistir a sus misas,21
