text,text_preprocessed,LEN
"Plak bilong [[Siapan]] i mak olsem ofisel plak bilong kantri long Ogas 13, [[1999]].",Plak bilong Siapan i mak olsem ofisel plak bilong kantri long Ogas,12
"Brunai, (tu nem bilong Brunei), em i wanpela kantri stap long Sout-Es [[Esia]].",Brunai em i wanpela kantri stap long SoutEs Esia,9
Dispela kantri long not Hap [[ailan]] long [[Borneo]].,Dispela kantri long not Hap ailan long Borneo,8
Plak bilong [[Ostrelia]] i mak olsem ofisel plak bilong kantri.,Plak bilong Ostrelia i mak olsem ofisel plak bilong kantri,10
"Suwidan (Tok Suwidan: ""Sverige"", ~""”sverye”"", Tok Inglish: ""Sweden"") em i wanpela kantri long Not [[Yurop]].",Suwidan em i wanpela kantri long Not Yurop,8
"[[Stockholm]] i mo bikpela taun, na [[kapitol]] bilong Suwidan.",Stockholm i mo bikpela taun na kapitol bilong Suwidan,9
"Ana Lila Downs Sánchez ([[Tok Pisin]]: ""Lille Downs"") i meksikian.",Ana Lila Downs Sánchez i meksikian,6
"Mama i karim septemba 9, [[1968]].",Mama i karim septemba,4
Sauten Hailans em i wanpela provins long [[Papua Niugini]].,Sauten Hailans em i wanpela provins long Papua_Niugini,8
[[Mendi]] em i [[kapitol]] na taun bikpela tumas bilong em.,Mendi em i kapitol na taun bikpela tumas bilong em,10
"Augustus Octavian, o Ogastas i bin stap bikpela king bilong ol [[Rom]].",Augustus Octavian o Ogastas i bin stap bikpela king bilong ol Rom,12
Em i namel we ol Amerika na [[Yurop]] i stap.,Em i namel we ol Amerika na Yurop i stap,10
.cn em i Intanet kod bilong kantri [[Ol Manmeri Ripablik bilong Saina]].,cn em i Intanet kod bilong kantri Ol_Manmeri_Ripablik_bilong_Saina,8
Pait i bin kamap namel lo ol Mongolien na lo [[Siapan]].,Pait i bin kamap namel lo ol Mongolien na lo Siapan,11
Ol ino poretim ol narapela counrti na pait pait uan taim olgeta lain olsem [[Amerika]] na [[Ostrelia]] na Indonesia na Pilipin na China na [[Koria]] na Chaina planti kong kong and Uaitman kantri.,Ol ino poretim ol narapela counrti na pait pait uan taim olgeta lain olsem Amerika na Ostrelia na Indonesia na Pilipin na China na Koria na Chaina planti kong kong and Uaitman kantri,33
.de em i Intanet kod bilong kantri [[Siamani]].,de em i Intanet kod bilong kantri Siamani,8
Piotrowice emi wanpela peles long kantri [[Polan]].,Piotrowice emi wanpela peles long kantri Polan,7
em i Intanet kod bilong kantri [[United Arab Emirates]].,em i Intanet kod bilong kantri United_Arab_Emirates,7
Julia Eileen Gillard i praim minista bilong [[Ostrelia]].,Julia Eileen Gillard i praim minista bilong Ostrelia,8
Mama i karim em long Septemba 29 bilong yia [[1961]].,Mama i karim em long Septemba bilong yia,8
.lt em i Intanet kod bilong kantri [[Lituwenia]].,lt em i Intanet kod bilong kantri Lituwenia,8
Slovakia i wanpela [[kantri]] long [[Yurop]].,Slovakia i wanpela kantri long Yurop,6
[[Kapitol]] bilong Slovakia i [[Bratislava]].,Kapitol bilong Slovakia i Bratislava,5
Tokples bilong Slovakia i [[Tok Slovakia]].,Tokples bilong Slovakia i Tok_Slovakia,5
Yerusalem em i [[kapitol]] long [[kantri]] Isrel.,Yerusalem em i kapitol long kantri Isrel,7
Manus em i wanpela provins bilong [[Papua Niugini]].,Manus em i wanpela provins bilong Papua_Niugini,7
Kapitol siti bilong Manus Provins i [[Lorengau]].,Kapitol siti bilong Manus Provins i Lorengau,7
Kapitol na bigpela taun tumas bilong kantri em i [[Sofia]].,Kapitol na bigpela taun tumas bilong kantri em i Sofia,10
Nambawan tokples bilong Balgaria em i [[Tok Balgeria]].,Nambawan tokples bilong Balgaria em i Tok_Balgeria,7
[[Indastri]] (Inglis [[Industry]]) em i pasin bilong wokim samting.,Indastri em i pasin bilong wokim samting,7
"Astorga emi wanpela taun long León provins, Castile na León, [[Spen]].",Astorga emi wanpela taun long León provins Castile na León Spen,11
.kp em i Intanet kod bilong kantri [[Not Koria]].,kp em i Intanet kod bilong kantri Not_Koria,8
Goroka em i [[kapitol]] na bikpela taun bilong [[Isten Hailans]] provins long [[Papua Niugini]].,Goroka em i kapitol na bikpela taun bilong Isten Hailans provins long Papua Niugini,14
"Long [[Septemba]] ol i save wokim bikpela singsing, na planti lain bilong narapela hap i save kam na lukim dispela singsing.",Long Septemba ol i save wokim bikpela singsing na planti lain bilong narapela hap i save kam na lukim dispela singsing,21
"Kurow (""Kurów"") em i wanpela taun long kantri [[Polan]], namel long Pulawy na Lublin.",Kurow em i wanpela taun long kantri Polan namel long Pulawy na Lublin,13
Kraisjej stap wanpela biktaun long [[Niu Silan]].,Kraisjej stap wanpela biktaun long Niu_Silan,6
.ee em i Intanet kod bilong kantri [[Estonia]].,ee em i Intanet kod bilong kantri Estonia,8
Kandep i wanpela district long [[Enga]].,Kandep i wanpela district long Enga,6
Kapitol bilong en i [[Kandep]].,Kapitol bilong en i Kandep,5
"George H. W. Bush (Jun 12, [[1924]]) i presiden namba 41 bilong Yunaitet Stet.",George H W Bush i presiden namba bilong Yunaitet Stet,10
Em i kamap presiden wanpela taim: long yia [[1989]] na [[1993]].,Em i kamap presiden wanpela taim long yia na,9
Taavi Rõivas i bin praim minista bilong [[Estonia]] 2014–2016.,Taavi Rõivas i bin praim minista bilong Estonia,8
Em i stat long [[Fonde]] long kalenda bilong Gregori.,Em i stat long Fonde long kalenda bilong Gregori,9
"Tokples Siapan (Tokples Siapan: 日本語, nihongo) emi wanpela [[tokples]] bilong kantri [[Siapan]].",Tokples Siapan emi wanpela tokples bilong kantri Siapan,8
"Comares emi wanpela taun long Málaga provins, Andalusie, [[Spen]].",Comares emi wanpela taun long Málaga provins Andalusie Spen,9
Vilnius i [[kapitol]] bilong [[Lituwenia]].,Vilnius i kapitol bilong Lituwenia,5
Kolambia em i wanpela [[kantri]] long [[Saut Amerika]].,Kolambia em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi [[Bogotá]].,Kapitol long emi Bogotá,4
"Katowice emi wanpela taun long hap Silesia long sauten hap bilong kantri [[Polan]], long ol wara Kłodnica na Rawa.",Katowice emi wanpela taun long hap Silesia long sauten hap bilong kantri Polan long ol wara Kłodnica na Rawa,19
"Long taim bifo, ol Siaman i bosim dispela taun, na emi stap insait long kantri [[Siamani]] inap long [[1918]].",Long taim bifo ol Siaman i bosim dispela taun na emi stap insait long kantri Siamani inap long,18
"Kuritiba (tok Potugal: ""Curitiba"") em i nambawan siti saut [[Brasil]], [[kapitol]] na [[stet]] Paraná.",Kuritiba em i nambawan siti saut Brasil kapitol na stet Paraná,11
Miskolc em i wanpela siti bilong Kaunti Borsod-Abaúj-Zemplén long [[Hangari]].,Miskolc em i wanpela siti bilong Kaunti BorsodAbaújZemplén long Hangari,10
Kanada em i wanpela kantri long [[Not Amerika]].,Kanada em i wanpela kantri long Not_Amerika,7
"Kapitol bilong kantri em i [[Ottawa]] na ol bikpela taun i [[Toronto]], [[Montreal]] na [[Vancouver]].",Kapitol bilong kantri em i Ottawa na ol bikpela taun i Toronto Montreal na Vancouver,15
"Gandi (Mohandas Karamchand Gandhi), i man bilong kantri [[India]].",Gandi i man bilong kantri India,6
Em i dai pinis long yia [[1947]].,Em i dai pinis long yia,6
"Taim Gandi i stap long India, kantri [[Inglan]] ol i bosim India na sampela ol narapela kantri.",Taim Gandi i stap long India kantri Inglan ol i bosim India na sampela ol narapela kantri,17
[[Gandi]] i bin bikpela lida bilong muvmen igo long independens long [[India]].,Gandi i bin bikpela lida bilong muvmen igo long independens long India,12
.срб em i Intanet kod bilong kantri [[Sebia]].,срб em i Intanet kod bilong kantri Sebia,8
William Jefferson (Bill) Clinton i presiden namba 42 bilong [[Amerika]].,William Jefferson Clinton i presiden namba bilong Amerika,8
Mama i karim em long Ogas 19 bilong yia [[1946]].,Mama i karim em long Ogas bilong yia,8
Not Solomons o Bogenvil () em i wanpela provins bilong [[Papua Niugini]].,Not Solomons o Bogenvil em i wanpela provins bilong Papua_Niugini,10
"Olsem na Francis Ona i statim Bogenvil Revoluseneri Ami o BRA, na long [[1988]] ol i kirapim pait wantaim gavman bilong Papua Niugini.",Olsem na Francis Ona i statim Bogenvil Revoluseneri Ami o BRA na long ol i kirapim pait wantaim gavman bilong Papua Niugini,22
Ol i laik lusim PNG na kamap [[kantri]] bilong ol yet.,Ol i laik lusim PNG na kamap kantri bilong ol yet,11
"Dispela pait i pinis long [[1997]] tasol samting olsem 20,000 manmeri i dai pinis long dispela pait.",Dispela pait i pinis long tasol samting olsem manmeri i dai pinis long dispela pait,15
Long yia [[2005]] igat nambawan ileksen long gavman bilong Bogenvil yet.,Long yia igat nambawan ileksen long gavman bilong Bogenvil yet,10
"Ol distrik bilong Bogenvil: Buin, Siwai, Bana, Kieta, Torokina, Wakunai, Tinputz, Weskos, [[Buka]], Atolls, na Nissan.",Ol distrik bilong Bogenvil Buin Siwai Bana Kieta Torokina Wakunai Tinputz Weskos Buka Atolls na Nissan,16
"Ples balus Tan Son Nhat em i [[ples balus]] long Ho Chi Minh Citi, Dong Nam Bo, [[Vietnam]].",Ples balus Tan Son Nhat em i ples_balus long Ho Chi Minh Citi Dong Nam Bo Vietnam,17
.台灣 em i Intanet kod bilong kantri [[Ripablik bilong Saina]].,台灣 em i Intanet kod bilong kantri Ripablik_bilong_Saina,8
"Plak bilong [[Azerbaijan]] i mak olsem ofisel plak bilong kantri long Novemba 9, [[1918]].",Plak bilong Azerbaijan i mak olsem ofisel plak bilong kantri long Novemba,12
Kaunti Cork i wanpela [[kaunti]] long [[Ripablik bilong Aialan]].,Kaunti Cork i wanpela kaunti long Ripablik bilong Aialan,9
[[Cork]] i wanpela ples long Kaunti Cork na [[Kinsale]] i narapela ples long Kaunti Cork.,Cork i wanpela ples long Kaunti Cork na Kinsale i narapela ples long Kaunti Cork,15
SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) em i stap nupela [[virus]].,SARSCoV em i stap nupela virus,6
SARS-CoV-2 em i kirapim [[COVID-19 pandemic]] insait long taim bilong yia 2020.,SARSCoV em i kirapim COVID_pandemic insait long taim bilong yia,10
Long [[Yurop]] ol manmeri i sindaun wantaim mamapapa na pikinini long en tasol.,Long Yurop ol manmeri i sindaun wantaim mamapapa na pikinini long en tasol,13
"Bipo, ol lain [[Yurop]] i sindaun long wanpela haus wantaim mamapapa, pikinini, ol mamapapa long mamapapa, braadasusa long en, na bikpela famili i stap wantaim.",Bipo ol lain Yurop i sindaun long wanpela haus wantaim mamapapa pikinini ol mamapapa long mamapapa braadasusa long en na bikpela famili i stap wantaim,25
"Nau, i gat planti kainkain famili long [[Yurop]].",Nau i gat planti kainkain famili long Yurop,8
Long [[PNG]] famili bilong manmeri i tu lain bilong asples na wantok bilong en.,Long PNG famili bilong manmeri i tu lain bilong asples na wantok bilong en,14
Panama emi wanpela kantri bilong [[Sentrel Amerika]].,Panama emi wanpela kantri bilong Sentrel_Amerika,6
"Panama i gat bigpela [[biodaivesiti]], i gat plenti kain diwai na pisin na binatang, na tupela kain [[slip kapul]].",Panama i gat bigpela biodaivesiti i gat plenti kain diwai na pisin na binatang na tupela kain slip kapul,19
"Bifo Panama emi wanpela hap bilong kantri [[Kolambia]], tasol ol American i halivim ol kisim indipendens long yia 1904.",Bifo Panama emi wanpela hap bilong kantri Kolambia tasol ol American i halivim ol kisim indipendens long yia,18
"Nau i gat [[demokrasi]], presiden i stap faivpela yia tasol na em i no nap sev tupela taim stret (em mas wet wanpela taim bifo em nap run gen long ilekshan).",Nau i gat demokrasi presiden i stap faivpela yia tasol na em i no nap sev tupela taim stret,19
"Buka em i wanpela ailan long not bilong wanpela provins bilong [[Papua Niugini]], [[Bogenvil]].",Buka em i wanpela ailan long not bilong wanpela provins bilong Papua_Niugini Bogenvil,13
"Taunsvil stap wanpela biktaun bilong [[Kwinslan]], [[Ostrelia]].",Taunsvil stap wanpela biktaun bilong Kwinslan Ostrelia,7
[[Islam]] i [[lotu]] bilong ol Mahomet.,Islam i lotu bilong ol Mahomet,6
Asples bilong en em i kantri [[Siamani]].,Asples bilong en em i kantri Siamani,7
Frens () em i kantri bilong [[Yurop]].,Frens em i kantri bilong Yurop,6
Kapitol na lajes siti bilong Frens emi [[Paris]].,Kapitol na lajes siti bilong Frens emi Paris,8
"Ol taun bikpela bilong Frens em i [[Paris]], [[Lyon]], Marseille, [[Lille]], Toulouse, Bordeaux, Nice, Nantes, Strasbourg, Rennes.",Ol taun bikpela bilong Frens em i Paris Lyon Marseille Lille Toulouse Bordeaux Nice Nantes Strasbourg Rennes,17
DNA (DeoxyriboNucleic Acid) emi molekel i karim infomesen bilong wokim ol pikinini i lukluk olsem [[papa]] na mama.,DNA emi molekel i karim infomesen bilong wokim ol pikinini i lukluk olsem papa na mama,16
"[[Rosalind Franklin]], [[Francis Crick]] na [[James Watson]] i painim straktsa bilong molekel na soim olsem DNA nap kopim em yet.",Rosalind_Franklin Francis Crick na James Watson i painim straktsa bilong molekel na soim olsem DNA nap kopim em yet,19
Ol i kisim [[Nobel]] Prize long dispela.,Ol i kisim Nobel Prize long dispela,7
"Piano em i bokis bilong musik, i gat 36 blakpela ki na 52 waitpela ki [[o i]] gat 88 ki olgeta.",Piano em i bokis bilong musik i gat blakpela ki na waitpela ki o_i gat ki olgeta,17
Budka Suflera i paspas bilong [[Polan]].,Budka Suflera i paspas bilong Polan,6
Nowe () em i wanpela kantri long [[Yurop]].,Nowe em i wanpela kantri long Yurop,7
Kantri we i klostu long em i [[Denmak]] na Swidan.,Kantri we i klostu long em i Denmak na Swidan,10
[[Oslo]] i kapitol bilong Nowe.,Oslo i kapitol bilong Nowe,5
Tokples bilong Nowe i [[Tok Nowe]].,Tokples bilong Nowe i Tok_Nowe,5
Westen Provins em i wanpela provins bilong [[Papua Niugini]].,Westen Provins em i wanpela provins bilong Papua_Niugini,8
[[Kapitol]] em i [[Daru]].,Kapitol em i Daru,4
[[Tabubil]] em i taun bikpela tumas bilong em.,Tabubil em i taun bikpela tumas bilong em,8
Oslo em i kapitol bilong [[Nowe]].,Oslo em i kapitol bilong Nowe,6
.ਭਾਰਤ em i Intanet kod bilong kantri [[India]].,ਭਾਰਤ em i Intanet kod bilong kantri India,8
Aprika em i wanpela [[kontinen]].,Aprika em i wanpela kontinen,5
Doraemon ([[Tokples Siapan]]: ドラえもん doraemon) em i wanpela manga bilong [[Siapan]].,Doraemon em i wanpela manga bilong Siapan,7
Madang em i wanpela provins bilong [[Papua Niugini]].,Madang em i wanpela provins bilong Papua_Niugini,7
[[Kapitol]] na taun bikpela tumas bilong em ol i kolim tu Madang.,Kapitol na taun bikpela tumas bilong em ol i kolim tu Madang,12
"Tru Jisas Lotu emi wanpela independen [[Lotu Kristen]] [[sios]] i kirap long [[Beijing]], Saina, long 1917.",Tru Jisas Lotu emi wanpela independen Lotu_Kristen sios i kirap long Beijing Saina long,14
Dispela sios i stat long [[Ostrelia]] long yia 1982.,Dispela sios i stat long Ostrelia long yia,8
"""'Oseniaia' Moi"" i [[kontinen]].",Oseniaia Moi i kontinen,4
"Osenia i gat planti [[ailan]], na i gat em wanpela liklik kontinen, [[Ostrelia]].",Osenia i gat planti ailan na i gat em wanpela liklik kontinen Ostrelia,13
Kantari na hap-kantri long Osenia: [[Ostrelia]] [[Melanesia]] papa belong pacifica Polinesia Maikronesia,Kantari na hapkantri long Osenia Ostrelia Melanesia papa belong pacifica Polinesia Maikronesia,12
Szczecin (tok Siamani: Stettin) i stap ples long [[Polan]].,Szczecin i stap ples long Polan,6
.lv em i Intanet kod bilong kantri [[Latvia]].,lv em i Intanet kod bilong kantri Latvia,8
Georgia em i wanpela [[kantri]] long [[Esia]].,Georgia em i wanpela kantri long Esia,7
[[Kapitol]] long emi Tbilisi.,Kapitol long emi Tbilisi,4
"Teki, em i wanpela kantri long [[Yurop]], [[Esia]].",Teki em i wanpela kantri long Yurop Esia,8
Sing-sing em i wanpela bung bilong ol lain o ples long [[Papua Niugini]].,Singsing em i wanpela bung bilong ol lain o ples long Papua_Niugini,12
"Seeheim-Jugenheim (Hekte: 28 km²; Manmeri: 15,983 (2007)) em i siti na ples bikpela tumas bilong kantri [[Siamani]] long [[Yurop]].",SeeheimJugenheim em i siti na ples bikpela tumas bilong kantri Siamani long Yurop,13
.bd em i Intanet kod bilong kantri [[Bangladesh]].,bd em i Intanet kod bilong kantri Bangladesh,8
Rigo Coastal i wanpela lokol gavman eria long [[Sentral Provins]].,Rigo Coastal i wanpela lokol gavman eria long Sentral_Provins,9
Wewak em i [[kapitol]] na bikpela taun bilong [[Is Sepik]] provins long [[Papua Niugini]].,Wewak em i kapitol na bikpela taun bilong Is Sepik provins long Papua Niugini,14
Wanpela rot i lusim Wewak na bihainim nambis na go long Aitape na [[Vanimo]].,Wanpela rot i lusim Wewak na bihainim nambis na go long Aitape na Vanimo,14
"Narapela rot i go long Angoram na Pagwi, ol i stap long arere bilong wara [[Sepik]].",Narapela rot i go long Angoram na Pagwi ol i stap long arere bilong wara Sepik,16
Goilala i wanpela distrik long not wes [[Sentral Provins]].,Goilala i wanpela distrik long not wes Sentral_Provins,8
Bilong ABC Tok Pisin Service long Fonde monintaim<br/>long 26 Julai 2007 pinis Foapla [[MP]] b'long [[Solomon Ailans]] i tok no laikim plen bilong Praim Minista.,Bilong ABC Tok Pisin Service long Fonde monintaimbrlong Julai pinis Foapla MP blong Solomon Ailans i tok no laikim plen bilong Praim Minista,23
Foa-pla memba blong Guadalcanal Memba blong [[Parliament]] ([[MP]]) i tok em i tru bai ol i lusim Gavman blong Praim Minista [[Manasseh Sogavare]] sapos em i givim ol 'gun' go bek long local Polis [[Fos]].,Foapla memba blong Guadalcanal Memba blong Parliament i tok em i tru bai ol i lusim Gavman blong Praim Minista Manasseh Sogavare sapos em i givim ol gun go bek long local Polis Fos,34
"Tasol [[Central Guadalcanal]] [[MP]] na wanpela maus-man bilong dispela 3-pla [[MP]], [[Peter]] Shanel, ibin tokim Solomon Star ol i bilip Gavman ino bin brukim long taim em i makim Mista Moti and Komisena Khan.",Tasol Central_Guadalcanal MP na wanpela mausman bilong dispela pla MP Peter Shanel ibin tokim Solomon Star ol i bilip Gavman ino bin brukim long taim em i makim Mista Moti and Komisena Khan,33
