text,text_clean,text_ents
"Papua Niugini i silip antap long Raun bilong Paia bilong Pasifik, na olsem igat planti maunten i save pairap, na tu em i peles bilong ol guria.",Papua Niugini i silip antap long Raun bilong Paia bilong Pasifik na olsem igat planti maunten i save pairap na tu em i peles bilong ol guria,Papua Niugini i silip antap long Raun bilong Paia bilong Pasifik na olsem igat planti maunten i save pairap na tu em i peles bilong ol guria
Long yia 1994 wanpela pairap bilong Tavurvur na Vulcan i bagarapim Rabaul taun olgeta.,Long yia wanpela pairap bilong Tavurvur na Vulcan i bagarapim Rabaul taun olgeta,Long yia wanpela pairap bilong Tavurvur na Vulcan i bagarapim Rabaul taun olgeta
Ol abus na [[diwai]].,Ol abus na diwai,Ol abus na diwai
Bigpela hap bilong ol pisin na abus bilong [[Niugini Ailan]] i wanlain long sampela pisin na abus bilong [[Ostrelia]].,Bigpela hap bilong ol pisin na abus bilong Niugini Ailan i wanlain long sampela pisin na abus bilong Ostrelia,Bigpela hap bilong ol pisin na abus bilong Niugini_Ailan i wanlain long sampela pisin na abus bilong Ostrelia
"Ol lain bilong kapul, kaskas na ol narapela abus olsem we ol i save karim pikinini long [[paus]], ol i no save silip long narapela kantri: oli stap long [[Niugini]] na [[Ostrelia]] tasol.",Ol lain bilong kapul kaskas na ol narapela abus olsem we ol i save karim pikinini long paus ol i no save silip long narapela kantri oli stap long Niugini na Ostrelia tasol,Ol lain bilong kapul kaskas na ol narapela abus olsem we ol i save karim pikinini long paus ol i no save silip long narapela kantri oli stap long Niugini na Ostrelia tasol
"Long ol ailan bilong [[Papua Niugini]], ol abus i narapela kain gen: i no gat ol kapul, kaskas na narapela abus olsem.",Long ol ailan bilong Papua Niugini ol abus i narapela kain gen i no gat ol kapul kaskas na narapela abus olsem,Long ol ailan bilong Papua_Niugini ol abus i narapela kain gen i no gat ol kapul kaskas na narapela abus olsem
"Antap long 700 kain (Tok Inglis: ""species"") bilong pisin istap long [[Papua Niugini]].",Antap long kain Tok Inglis species bilong pisin istap long Papua Niugini,Antap long kain Tok Inglis species bilong pisin istap long Papua_Niugini
"Wanpela lain bilong ol pisin igat bigpela nem: ol [[kumul]] (Tok Inglis: ""bird of paradise"").",Wanpela lain bilong ol pisin igat bigpela nem ol kumul Tok Inglis bird of paradise,Wanpela lain bilong ol pisin igat bigpela nem ol kumul Tok Inglis bird of paradise
"Long Hailans Rijen, planti lain bilong ol pipol save kisim ol kumul long wokim bilas.",Long Hailans Rijen planti lain bilong ol pipol save kisim ol kumul long wokim bilas,Long Hailans Rijen planti lain bilong ol pipol save kisim ol kumul long wokim bilas
"Long wan handet inap long tri handet yia igo pinis, planti bigmeri long Yurop i laikim tru gras bilong kumul, na baim ol Yurop man long kam sutim ol pisin na salim.",Long wan handet inap long tri handet yia igo pinis planti bigmeri long Yurop i laikim tru gras bilong kumul na baim ol Yurop man long kam sutim ol pisin na salim,Long wan handet inap long tri handet yia igo pinis planti bigmeri long Yurop i laikim tru gras bilong kumul na baim ol Yurop man long kam sutim ol pisin na salim
"Nau kumul em i [[nesenel mak bilong Papua Niugini]], na yumi lukim em long plak bilong kantri.",Nau kumul em i nesenel mak bilong Papua Niugini na yumi lukim em long plak bilong kantri,Nau kumul em i nesenel_mak_bilong_Papua_Niugini na yumi lukim em long plak bilong kantri
Ol manmeri.,Ol manmeri,Ol manmeri
Igat antap long 5 milien manmeri oli silip long Papua Niugini.,Igat antap long milien manmeri oli silip long Papua Niugini,Igat antap long milien manmeri oli silip long Papua Niugini
"Klostu long hap milien i silip long ol bikpela taun olsem [[Pot Mosbi]], [[Lae]], [[Maun Hagen]], Madang, [[Wewak]], [[Goroka]], na [[Kokopo]].",Klostu long hap milien i silip long ol bikpela taun olsem Pot Mosbi Lae Maun Hagen Madang Wewak Goroka na Kokopo,Klostu long hap milien i silip long ol bikpela taun olsem Pot_Mosbi Lae Maun Hagen Madang Wewak Goroka na Kokopo
Bigpela hap tru bilong namba bilong ol manmeri bilong kantri i silip long ol peles.,Bigpela hap tru bilong namba bilong ol manmeri bilong kantri i silip long ol peles,Bigpela hap tru bilong namba bilong ol manmeri bilong kantri i silip long ol peles
"Papua Niugini igat planti manmeri husait i kisim sik AIDS, na namba bilong ol i winim ol narapela kantri long Pasifik.",Papua Niugini igat planti manmeri husait i kisim sik AIDS na namba bilong ol i winim ol narapela kantri long Pasifik,Papua Niugini igat planti manmeri husait i kisim sik AIDS na namba bilong ol i winim ol narapela kantri long Pasifik
Dispela namba i kamap bikpela kwiktaim nau.,Dispela namba i kamap bikpela kwiktaim nau,Dispela namba i kamap bikpela kwiktaim nau
Ol tokples.,Ol tokples,Ol tokples
Papua Niugini igat antap long 800 tokples.,Papua Niugini igat antap long tokples,Papua Niugini igat antap long tokples
"Dispela namba em i makim olsem wanpela ten tu pesen (12%) bilong olgeta tokples long [[wol]], na i no gat narapela kantri long wol i winim dispela namba bilong ol tokples.",Dispela namba em i makim olsem wanpela ten tu pesen bilong olgeta tokples long wol na i no gat narapela kantri long wol i winim dispela namba bilong ol tokples,Dispela namba em i makim olsem wanpela ten tu pesen bilong olgeta tokples long wol na i no gat narapela kantri long wol i winim dispela namba bilong ol tokples
"Igat tupela bigpela lain bilong ol tokples: ol tokples Papua, na ol tokples Ostronisia.",Igat tupela bigpela lain bilong ol tokples ol tokples Papua na ol tokples Ostronisia,Igat tupela bigpela lain bilong ol tokples ol tokples Papua na ol tokples Ostronisia
"Igat tripela tokples bilong Palamen: Tok Inglis, [[Tok Pisin]] na [[Hiri Motu]], tasol tokples bilong gavman na bigpela hap bilong ol sikul em i Tok Inglis.",Igat tripela tokples bilong Palamen Tok Inglis Tok Pisin na Hiri Motu tasol tokples bilong gavman na bigpela hap bilong ol sikul em i Tok Inglis,Igat tripela tokples bilong Palamen Tok Inglis Tok_Pisin na Hiri Motu tasol tokples bilong gavman na bigpela hap bilong ol sikul em i Tok Inglis
Sampela sikul i yusim ol lokol tokples wantaim ol yangpela sumatin long halivim ol long lainim pasin bilong ridim na raitim.,Sampela sikul i yusim ol lokol tokples wantaim ol yangpela sumatin long halivim ol long lainim pasin bilong ridim na raitim,Sampela sikul i yusim ol lokol tokples wantaim ol yangpela sumatin long halivim ol long lainim pasin bilong ridim na raitim
"Tok Pisin em i nambawan tokples bilong kantri bilong wanem namba bilong ol manmeri i yusim, long ol taun na ol peles, i winim olgeta narapela tokples.",Tok Pisin em i nambawan tokples bilong kantri bilong wanem namba bilong ol manmeri i yusim long ol taun na ol peles i winim olgeta narapela tokples,Tok Pisin em i nambawan tokples bilong kantri bilong wanem namba bilong ol manmeri i yusim long ol taun na ol peles i winim olgeta narapela tokples
"Planti lain long [[Sentral Provins]] na [[Gulf Provins]] i save yusim Hiri Motu, na ol i no save yusim Tok Pisin tumas.",Planti lain long Sentral Provins na Gulf Provins i save yusim Hiri Motu na ol i no save yusim Tok Pisin tumas,Planti lain long Sentral_Provins na Gulf Provins i save yusim Hiri Motu na ol i no save yusim Tok Pisin tumas
Planti manmeri i save long tupela o tripela o moa tokples.,Planti manmeri i save long tupela o tripela o moa tokples,Planti manmeri i save long tupela o tripela o moa tokples
"Planti ol tokples long kantri igat ananit long faiv tausen (5,000) manmeri tasol i save yusim.",Planti ol tokples long kantri igat ananit long faiv tausen manmeri tasol i save yusim,Planti ol tokples long kantri igat ananit long faiv tausen manmeri tasol i save yusim
Ol kastom.,Ol kastom,Ol kastom
"[[Papua Niugini]] igat antap long wan tausen pasin bilong kastom, wantaim kainkain pasin bilong danis, singsing, katim [[diwai]], wokim bilas, na ol narapela pasin bilong kastom.",Papua Niugini igat antap long wan tausen pasin bilong kastom wantaim kainkain pasin bilong danis singsing katim diwai wokim bilas na ol narapela pasin bilong kastom,Papua_Niugini igat antap long wan tausen pasin bilong kastom wantaim kainkain pasin bilong danis singsing katim diwai wokim bilas na ol narapela pasin bilong kastom
"Long sampela hap bilong kantri, ol sios i rausim bikpela [[hap]] bilong ol kastom pinis, tasol long ol narapela [[hap]], kastom i stap yet na ol manmeri i bihainim kastom wantaim ol pasin bilong sios.",Long sampela hap bilong kantri ol sios i rausim bikpela hap bilong ol kastom pinis tasol long ol narapela hap kastom i stap yet na ol manmeri i bihainim kastom wantaim ol pasin bilong sios,Long sampela hap bilong kantri ol sios i rausim bikpela hap bilong ol kastom pinis tasol long ol narapela hap kastom i stap yet na ol manmeri i bihainim kastom wantaim ol pasin bilong sios
Ekolosi em i saians bilong [[Environmen]] na [[biodaivesiti]].,Ekolosi em i saians bilong Environmen na biodaivesiti,Ekolosi em i saians bilong Environmen na biodaivesiti
.ml em i Intanet kod bilong kantri Mali.,ml em i Intanet kod bilong kantri Mali,ml em i Intanet kod bilong kantri Mali
Kamano (Kamano-Kafe) em i wanpela tokples long Isten Hailans provins long Papua Niugini.,Kamano KamanoKafe em i wanpela tokples long Isten Hailans provins long Papua Niugini,Kamano KamanoKafe em i wanpela tokples long Isten Hailans provins long Papua Niugini
Sampela ol lain i save kolim Kamano olsem tok ples Kafe.,Sampela ol lain i save kolim Kamano olsem tok ples Kafe,Sampela ol lain i save kolim Kamano olsem tok ples Kafe
[[Sen]] bilong Sentens.,Sen bilong Sentens,Sen bilong Sentens
Kamano Kafe i gat wanpela samting long grama bilong en na ol i kolim nem bilong em [[Sen]] bilong Sentens.,Kamano Kafe i gat wanpela samting long grama bilong en na ol i kolim nem bilong em Sen bilong Sentens,Kamano Kafe i gat wanpela samting long grama bilong en na ol i kolim nem bilong em Sen bilong Sentens
Planti ol lain [[tok]] ples Papua i gat grama olsem dispela.,Planti ol lain tok ples Papua i gat grama olsem dispela,Planti ol lain tok ples Papua i gat grama olsem dispela
"Olsem, long [[tok]] ples Kamano, taim yu stori, yu mas usim wanpela kain [[tok]] bilong wok pastaim na narapela [[tok]] bilong wok bihain.",Olsem long tok ples Kamano taim yu stori yu mas usim wanpela kain tok bilong wok pastaim na narapela tok bilong wok bihain,Olsem long tok ples Kamano taim yu stori yu mas usim wanpela kain tok bilong wok pastaim na narapela tok bilong wok bihain
"Wanpela master i lainim tok ples Kamano na i tok olsem, tok ples Kamano i gat naispela grama olsem, long wanem long tok bilong wok i kamap pastim long stori, dispela tok bilong wok i soim yu husait wokim dispela wok na hamas manmeri i wokim.",Wanpela master i lainim tok ples Kamano na i tok olsem tok ples Kamano i gat naispela grama olsem long wanem long tok bilong wok i kamap pastim long stori dispela tok bilong wok i soim yu husait wokim dispela wok na hamas manmeri i wokim,Wanpela master i lainim tok ples Kamano na i tok olsem tok ples Kamano i gat naispela grama olsem long wanem long tok bilong wok i kamap pastim long stori dispela tok bilong wok i soim yu husait wokim dispela wok na hamas manmeri i wokim
Wanpela sentens i kamap hia.,Wanpela sentens i kamap hia,Wanpela sentens i kamap hia
.新加坡 em i Intanet kod bilong kantri [[Singapore]].,新加坡 em i Intanet kod bilong kantri Singapore,新加坡 em i Intanet kod bilong kantri Singapore
"Dawin stap wanpela biktaun bilong [[Noten Teritori]], [[Ostrelia]].",Dawin stap wanpela biktaun bilong Noten Teritori Ostrelia,Dawin stap wanpela biktaun bilong Noten_Teritori Ostrelia
Syria em i wanpela [[kantri]] long [[Esia]].,Syria em i wanpela kantri long Esia,Syria em i wanpela kantri long Esia
[[Kapitol]] long emi Damasco.,Kapitol long emi Damasco,Kapitol long emi Damasco
Syria em i gat 17.064.854 manmeri (2014).,Syria em i gat manmeri,Syria em i gat manmeri
".bq em i Intanet kod bilong kantri Boner, Sin Yustetis na Saba.",bq em i Intanet kod bilong kantri Boner Sin Yustetis na Saba,bq em i Intanet kod bilong kantri Boner Sin Yustetis na Saba
.ir em i Intanet kod bilong kantri [[Iran]].,ir em i Intanet kod bilong kantri Iran,ir em i Intanet kod bilong kantri Iran
Ret em i wanpela kala.,Ret em i wanpela kala,Ret em i wanpela kala
Sampela abus na pisin i ret.,Sampela abus na pisin i ret,Sampela abus na pisin i ret
Web kod bilong em i codice_1.,Web kod bilong em i codice_,Web kod bilong em i codice_
"[[Daka]] i sayor bilong lain ""Piperales"".",Daka i sayor bilong lain Piperales,Daka i sayor bilong lain Piperales
"I gat kain kain daka: Ol i yusim lip bilong daka long kirapim tingting, long kilim jem, na long switim maus.",I gat kain kain daka Ol i yusim lip bilong daka long kirapim tingting long kilim jem na long switim maus,I gat kain kain daka Ol i yusim lip bilong daka long kirapim tingting long kilim jem na long switim maus
Long Ayurvedik marasin ol i yusim bilong kirapim man na meri i laikim.,Long Ayurvedik marasin ol i yusim bilong kirapim man na meri i laikim,Long Ayurvedik marasin ol i yusim bilong kirapim man na meri i laikim
Long Malesia ol i marasinim pen long het na skru.,Long Malesia ol i marasinim pen long het na skru,Long Malesia ol i marasinim pen long het na skru
Long [[Tailan]] na Saina ol i helpim tit i gat pen.,Long Tailan na Saina ol i helpim tit i gat pen,Long Tailan na Saina ol i helpim tit i gat pen
Long Indonesia ol i boilim lip na dringim olsem marasin i kilim jem.,Long Indonesia ol i boilim lip na dringim olsem marasin i kilim jem,Long Indonesia ol i boilim lip na dringim olsem marasin i kilim jem
"Na ol i dringim lipwara bilong helpim bel i gat sik, na ol i welim o smelim bilong helpim het i gat pen, o helpim rot bilong pekpek i pulap tumas, o long klinim nus, o long helpim susu.",Na ol i dringim lipwara bilong helpim bel i gat sik na ol i welim o smelim bilong helpim het i gat pen o helpim rot bilong pekpek i pulap tumas o long klinim nus o long helpim susu,Na ol i dringim lipwara bilong helpim bel i gat sik na ol i welim o smelim bilong helpim het i gat pen o helpim rot bilong pekpek i pulap tumas o long klinim nus o long helpim susu
"Yunaitet Kingdom long Bikpela Briten na Noten Aialan () em i kantri igat tupela ailan, [[Bikpela Briten]] na [[Aialan]], long [[Yurop]].",Yunaitet Kingdom long Bikpela Briten na Noten Aialan em i kantri igat tupela ailan Bikpela Briten na Aialan long Yurop,Yunaitet Kingdom long Bikpela Briten na Noten Aialan em i kantri igat tupela ailan Bikpela_Briten na Aialan long Yurop
.sv em i Intanet kod bilong kantri El Salvador.,sv em i Intanet kod bilong kantri El Salvador,sv em i Intanet kod bilong kantri El Salvador
"Kaukau (""Ipomoea batatas"") i stap olsem namba wan kaikai bilong planti manmeri i stap long kain kain hap.",Kaukau Ipomoea batatas i stap olsem namba wan kaikai bilong planti manmeri i stap long kain kain hap,Kaukau Ipomoea batatas i stap olsem namba wan kaikai bilong planti manmeri i stap long kain kain hap
[[Kaukau]] i no save rausim naitrogen i go [[aut]] long graun.,Kaukau i no save rausim naitrogen i go aut long graun,Kaukau i no save rausim naitrogen i go aut long graun
Dispela i bikpela samting olsem wanpela i inap plantim planti kaukau na em no bai kilim graun.,Dispela i bikpela samting olsem wanpela i inap plantim planti kaukau na em no bai kilim graun,Dispela i bikpela samting olsem wanpela i inap plantim planti kaukau na em no bai kilim graun
