text,text_clean,text_ents
Thongchai McIntyre (boen 1958 − ) em i bin wan man blong singsing blong Thailand.,Thongchai McIntyre boen − em i bin wan man blong singsing blong Thailand,Thongchai McIntyre boen − em i bin wan man blong singsing blong Thailand
nakavika hemi wan frut we i gud blo kakae taem i gren o rip hemi tast nic mo sweet.,nakavika hemi wan frut we i gud blo kakae taem i gren o rip hemi tast nic mo sweet,nakavika hemi wan frut we i gud blo kakae taem i gren o rip hemi tast nic mo sweet
Busan i bigtaon blong [[saot Koria]].,Busan i bigtaon blong saot Koria,Busan i bigtaon blong saot_Koria
"Eria blong Busan i 765.94 km², populaesen blong Busan i stap araon 3,586,000.",Eria blong Busan i km² populaesen blong Busan i stap araon,Eria blong Busan i km² populaesen blong Busan i stap araon
Chicago o Siti blong Chicago em i wan siti blong Yunaeted Stet blong [[Amerika]].,Chicago o Siti blong Chicago em i wan siti blong Yunaeted Stet blong Amerika,Chicago o Siti blong Chicago em i wan siti blong Yunaeted Stet blong Amerika
Em i stap long [[Illinois]].,Em i stap long Illinois,Em i stap long Illinois
"Cartel de Santa, hem i wan miusik grup blong Mexico.",Cartel de Santa hem i wan miusik grup blong Mexico,Cartel de Santa hem i wan miusik grup blong Mexico
Susut hem wan vejetebol [[wei]] i koro lo buss olsem rop yu save kakae fruit blo hem mo ol top blo leave blo hem tu.,Susut hem wan vejetebol wei i koro lo buss olsem rop yu save kakae fruit blo hem mo ol top blo leave blo hem tu,Susut hem wan vejetebol wei i koro lo buss olsem rop yu save kakae fruit blo hem mo ol top blo leave blo hem tu
[[Mo]] tu yu save koku susut fruit mo top blo leave wetem wan gudfala met blo yu wetem famli blo yu.,Mo tu yu save koku susut fruit mo top blo leave wetem wan gudfala met blo yu wetem famli blo yu,Mo tu yu save koku susut fruit mo top blo leave wetem wan gudfala met blo yu wetem famli blo yu
San (simbol: ) i wan sta long senta blong Sistem blong San long Galaksi blong yumi.,San simbol i wan sta long senta blong Sistem blong San long Galaksi blong yumi,San simbol i wan sta long senta blong Sistem blong San long Galaksi blong yumi
"Et, plenet blong yumi, mo ol nafala plenet oli stap revolvem araon San.",Et plenet blong yumi mo ol nafala plenet oli stap revolvem araon San,Et plenet blong yumi mo ol nafala plenet oli stap revolvem araon San
Hem i nambawan sos blong hotsan mo enaji blong laef long Et.,Hem i nambawan sos blong hotsan mo enaji blong laef long Et,Hem i nambawan sos blong hotsan mo enaji blong laef long Et
[[San i]] waet sta.,San i waet sta,San_i waet sta
"Sipos komperem long narafala sta, [[San i]] no tumas big.",Sipos komperem long narafala sta San i no tumas big,Sipos komperem long narafala sta San_i no tumas big
Be sta ia i tumas wom mo hevi.,Be sta ia i tumas wom mo hevi,Be sta ia i tumas wom mo hevi
"string band hemi wan lokol musik blong yumi ol man vanuatu.spos yu wantem winim smol mani blo skul fee,yu save infaetem string band blo [[kam]] ple musik blo pulum ol pipol blong [[kam]] long smol kakae blo yu.mo sem taem oli [[kam]] pem kakae an watjem string band.",string band hemi wan lokol musik blong yumi ol man vanuatuspos yu wantem winim smol mani blo skul feeyu save infaetem string band blo kam ple musik blo pulum ol pipol blong kam long smol kakae blo yumo sem taem oli kam pem kakae an watjem string band,string band hemi wan lokol musik blong yumi ol man vanuatuspos yu wantem winim smol mani blo skul feeyu save infaetem string band blo kam ple musik blo pulum ol pipol blong kam long smol kakae blo yumo sem taem oli kam pem kakae an watjem string band
Belarus (bl.,Belarus bl,Belarus bl
"- ""Беларусь"") i kaontri long [[Yurop]].",Беларусь i kaontri long Yurop,Беларусь i kaontri long Yurop
"I long Rusia, Ukraine, Poland, Lithuania, [[Latvia]].",I long Rusia Ukraine Poland Lithuania Latvia,I long Rusia Ukraine Poland Lithuania Latvia
I blong hem i [[Minsk]].,I blong hem i Minsk,I blong hem i Minsk
Presidens blong hem i Alexander Lukashenko.,Presidens blong hem i Alexander Lukashenko,Presidens blong hem i Alexander Lukashenko
"Long Julae 2015, populaesen blong [[Belarus]] i stap araon naen mo haf milien.",Long Julae populaesen blong Belarus i stap araon naen mo haf milien,Long Julae populaesen blong Belarus i stap araon naen mo haf milien
Somchai Wongsawat (boen 1947) i praem minista blong Thailand.,Somchai Wongsawat boen i praem minista blong Thailand,Somchai Wongsawat boen i praem minista blong Thailand
"Jean Maurice Eugène Clément Cocteau (5 Juli 1889 long Maisons-Laffitte – 11 Oktomba 1963 long Milly-la-Forêt) em i bin wan man blong litorasa, wan poet, wan at, mo wan muvi daerekta blong [[Franis]].",Jean Maurice Eugène Clément Cocteau Juli long MaisonsLaffitte Oktomba long MillylaForêt em i bin wan man blong litorasa wan poet wan at mo wan muvi daerekta blong Franis,Jean Maurice Eugène Clément Cocteau Juli long MaisonsLaffitte Oktomba long MillylaForêt em i bin wan man blong litorasa wan poet wan at mo wan muvi daerekta blong Franis
Michigan i wan state blog Yunaeted Stet.,Michigan i wan state blog Yunaeted Stet,Michigan i wan state blog Yunaeted Stet
Kapital blong hem i Lansing.,Kapital blong hem i Lansing,Kapital blong hem i Lansing
"Long July 2009, populaesen blong [[Michigan]] i stap araon 4,661,900 .",Long July populaesen blong Michigan i stap araon,Long July populaesen blong Michigan i stap araon
"Hoknaet (""Tyto alba"")",Hoknaet Tyto alba,Hoknaet Tyto alba
Keegan-Michael Key (boen 22 Maj 1971) em i akta blong [[Yunaeted Stet blong Amerika]].,KeeganMichael Key boen Maj em i akta blong Yunaeted Stet blong Amerika,KeeganMichael Key boen Maj em i akta blong Yunaeted_Stet_blong_Amerika
"Dmitry Alexandrovich ""Dima"" Muserskiy (bon long 29 Oktoba 1988 long Makiyivka long tede [[Yukren]]), em i wan volibol pleya blong [[Rasia]].",Dmitry Alexandrovich Dima Muserskiy bon long Oktoba long Makiyivka long tede Yukren em i wan volibol pleya blong Rasia,Dmitry Alexandrovich Dima Muserskiy bon long Oktoba long Makiyivka long tede Yukren em i wan volibol pleya blong Rasia
Emma Miyazawa (boen 23 Novemba 1988) i akta blong [[Japan]].,Emma Miyazawa boen Novemba i akta blong Japan,Emma Miyazawa boen Novemba i akta blong Japan
"Salvador Domingo Felipe Jacinto Dalí i Domènech, Marqués de Dalí de Púbol o Salvador Dalí (11 Mei 1904 - 23 Janewari 1989) em i bin wan man blong at blong Catalonia long Spain",Salvador Domingo Felipe Jacinto Dalí i Domènech Marqués de Dalí de Púbol o Salvador Dalí Mei Janewari em i bin wan man blong at blong Catalonia long Spain,Salvador Domingo Felipe Jacinto Dalí i Domènech Marqués de Dalí de Púbol o Salvador Dalí Mei Janewari em i bin wan man blong at blong Catalonia long Spain
"Barack Obama (fulnem ""Barack Hussein Obama Jr."") hemi wan politik blong [[Yunaeted Stet blong Amerika]], pati blong hem Demokratik Pati.",Barack Obama fulnem Barack Hussein Obama Jr hemi wan politik blong Yunaeted Stet blong Amerika pati blong hem Demokratik Pati,Barack Obama fulnem Barack Hussein Obama Jr hemi wan politik blong Yunaeted_Stet_blong_Amerika pati blong hem Demokratik Pati
"[[Obama]] hemi Presiden blong [[USA]], stat long 2008, kasem 2016.",Obama hemi Presiden blong USA stat long kasem,Obama hemi Presiden blong USA stat long kasem
Pieter Pauwel (Peter Paul) Rubens (28 Jun 1577 – 30 Mei 1640) em i bin wan man blong at blong Flanders.,Pieter Pauwel Peter Paul Rubens Jun Mei em i bin wan man blong at blong Flanders,Pieter Pauwel Peter Paul Rubens Jun Mei em i bin wan man blong at blong Flanders
Tede Flanders em i wan pat blong [[Beljiom]].,Tede Flanders em i wan pat blong Beljiom,Tede Flanders em i wan pat blong Beljiom
"William Henry ""Bill"" Gates III (boen 28 Oktoba 1955) em i bisnesman blong [[Yunaeted Stet blong Amerika]].",William Henry Bill Gates III boen Oktoba em i bisnesman blong Yunaeted Stet blong Amerika,William Henry Bill Gates III boen Oktoba em i bisnesman blong Yunaeted_Stet_blong_Amerika
Chuan Leekpai (boen 1938) i praem minista blong Thailand.,Chuan Leekpai boen i praem minista blong Thailand,Chuan Leekpai boen i praem minista blong Thailand
Albrecht Dürer (30 Mei 1471 - 16 Epril 1528) em i bin wan man blong At blong [[Jemani]].,Albrecht Dürer Mei Epril em i bin wan man blong At blong Jemani,Albrecht Dürer Mei Epril em i bin wan man blong At blong Jemani
Popo hemi wan swit kakae we plante pipol i laikem tumas.,Popo hemi wan swit kakae we plante pipol i laikem tumas,Popo hemi wan swit kakae we plante pipol i laikem tumas
From hemi gat fulap wetar lo him.,From hemi gat fulap wetar lo him,From hemi gat fulap wetar lo him
[[Mo]] ol man vanuatu oli laikem blong vitim beby long him tu.,Mo ol man vanuatu oli laikem blong vitim beby long him tu,Mo ol man vanuatu oli laikem blong vitim beby long him tu
[[From]] wanem popo i gud from him i blokim sik long bodi blong yumi.,From wanem popo i gud from him i blokim sik long bodi blong yumi,From wanem popo i gud from him i blokim sik long bodi blong yumi
[[Mo]] i helpem bodi blong yumi tu.,Mo i helpem bodi blong yumi tu,Mo i helpem bodi blong yumi tu
Albania (al.,Albania al,Albania al
"- ""Shqipëri/Shqipëria"", ""Republika e Shqipërisë"") i kaontri long Europe.",ShqipëriShqipëria Republika e Shqipërisë i kaontri long Europe,ShqipëriShqipëria Republika e Shqipërisë i kaontri long Europe
Kapital blong hem i Tirana.,Kapital blong hem i Tirana,Kapital blong hem i Tirana
"I blong hem i [[Montenegro]], Serbia, [[Not Masedonia]], Greece.",I blong hem i Montenegro Serbia Not Masedonia Greece,I blong hem i Montenegro Serbia Not Masedonia Greece
Presidens blong hem i Ilir Meta.,Presidens blong hem i Ilir Meta,Presidens blong hem i Ilir Meta
Praem Minista blong hem i Edi Rama.,Praem Minista blong hem i Edi Rama,Praem Minista blong hem i Edi Rama
"Long Julae 2017, populaesen blong [[Albania]] i stap araon 2.8 milien.",Long Julae populaesen blong Albania i stap araon milien,Long Julae populaesen blong Albania i stap araon milien
Momoe Yamaguchi (boen 17 Januware 1959) em i woman blong singsing blong [[Japan]].,Momoe Yamaguchi boen Januware em i woman blong singsing blong Japan,Momoe Yamaguchi boen Januware em i woman blong singsing blong Japan
Courtney Michelle Love (boen 9 Julae 1964) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Courtney Michelle Love boen Julae em i woman blong singsing blong Yunaeted Stet blong Amerika,Courtney Michelle Love boen Julae em i woman blong singsing blong Yunaeted_Stet_blong_Amerika
James Augustine Aloysius Joyce (Gaelic: Séamus Seoighe) (2 Febuwari 1882 - 13 Janewari 1941) em i bin wan man blong litorasa blong Ireland.,James Augustine Aloysius Joyce Gaelic Séamus Seoighe Febuwari Janewari em i bin wan man blong litorasa blong Ireland,James Augustine Aloysius Joyce Gaelic Séamus Seoighe Febuwari Janewari em i bin wan man blong litorasa blong Ireland
Montgomery hem i kapital blong [[Alabama]].,Montgomery hem i kapital blong Alabama,Montgomery hem i kapital blong Alabama
"Long July 2008, populaesen blong Montgomery i stap araon 201,998.",Long July populaesen blong Montgomery i stap araon,Long July populaesen blong Montgomery i stap araon
"Saens (blong Latin: ""scientia"", long 'save') i jenism mo grup long nolej long experimens mo predik olgeta [[wol]].",Saens blong Latin scientia long save i jenism mo grup long nolej long experimens mo predik olgeta wol,Saens blong Latin scientia long save i jenism mo grup long nolej long experimens mo predik olgeta wol
Flaeg blong [[Vanuatu]].,Flaeg blong Vanuatu,Flaeg blong Vanuatu
Bobbi Kristina Brown (4 Maj 1993 – 26 Julae 2015) em i bin woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Bobbi Kristina Brown Maj Julae em i bin woman blong singsing blong Yunaeted Stet blong Amerika,Bobbi Kristina Brown Maj Julae em i bin woman blong singsing blong Yunaeted_Stet_blong_Amerika
"Clinton ""Clint"" Eastwood Jr. (boen 31 Mei 1930) em i akta blong [[Yunaeted Stet blong Amerika]].",Clinton Clint Eastwood Jr boen Mei em i akta blong Yunaeted Stet blong Amerika,Clinton Clint Eastwood Jr boen Mei em i akta blong Yunaeted_Stet_blong_Amerika
Yūko Ōshima (boen 17 Oktoba 1988) em i woman blong singsing blong [[Japan]].,Yūko Ōshima boen Oktoba em i woman blong singsing blong Japan,Yūko Ōshima boen Oktoba em i woman blong singsing blong Japan
Samoa i kaontri long [[Pasifik]].,Samoa i kaontri long Pasifik,Samoa i kaontri long Pasifik
"Marilyn Monroe (Norma Jane Mortenson o Baker, 1 Jun 1926 long [[Los Angeles]], California - 5 Ogis 1962 long samfala ples) em i bin wan akta mo woman blong singsing blong USA.",Marilyn Monroe Norma Jane Mortenson o Baker Jun long Los Angeles California Ogis long samfala ples em i bin wan akta mo woman blong singsing blong USA,Marilyn Monroe Norma Jane Mortenson o Baker Jun long Los_Angeles California Ogis long samfala ples em i bin wan akta mo woman blong singsing blong USA
"Wol Wo Tu hemi wan bigfala wo we hemi tek ples long 1939 kasem 1945 bitwin ol Allis (Inglan, [[Amerika]], USSR, [[Jaena]] mo ol fren blong trifala) mo Aksis ([[Jemani]], [[Japan]] mo ol fren blong tufala).",Wol Wo Tu hemi wan bigfala wo we hemi tek ples long kasem bitwin ol Allis Inglan Amerika USSR Jaena mo ol fren blong trifala mo Aksis Jemani Japan mo ol fren blong tufala,Wol Wo Tu hemi wan bigfala wo we hemi tek ples long kasem bitwin ol Allis Inglan Amerika USSR Jaena mo ol fren blong trifala mo Aksis Jemani Japan mo ol fren blong tufala
"Nangae hemi wan kakae we i stap long grup blo nut, hem i wan nut frut.",Nangae hemi wan kakae we i stap long grup blo nut hem i wan nut frut,Nangae hemi wan kakae we i stap long grup blo nut hem i wan nut frut
"Skin blo hem i black mo i smol olsem fruit blo nakatampol be i bigwan smol long hem nomo, hemi round mo blak outside be inside i kat four o tri [[korner]] .",Skin blo hem i black mo i smol olsem fruit blo nakatampol be i bigwan smol long hem nomo hemi round mo blak outside be inside i kat four o tri korner,Skin blo hem i black mo i smol olsem fruit blo nakatampol be i bigwan smol long hem nomo hemi round mo blak outside be inside i kat four o tri korner
"Hem i wan strong  frut we yu no save brokem wetem hand o tut blo yu , be yu save brokem wetem ston or harmer.",Hem i wan strong frut we yu no save brokem wetem hand o tut blo yu be yu save brokem wetem ston or harmer,Hem i wan strong frut we yu no save brokem wetem hand o tut blo yu be yu save brokem wetem ston or harmer
Kakae blo hem inside i wite.,Kakae blo hem inside i wite,Kakae blo hem inside i wite
Hemi wan sweat nut fulap man oli likem tumas long [[Vanuatu]].,Hemi wan sweat nut fulap man oli likem tumas long Vanuatu,Hemi wan sweat nut fulap man oli likem tumas long Vanuatu
Galileo Galilei (15 Februari 1564 – 8 Januwari 1642) i bin wan man blong [[saens]] blong [[Itali]].,Galileo Galilei Februari Januwari i bin wan man blong saens blong Itali,Galileo Galilei Februari Januwari i bin wan man blong saens blong Itali
Toga-Loha i micronation-[[kaontri]] long [[pasifik]] we olgeta save tok tok long [[Bislama]].,TogaLoha i micronationkaontri long pasifik we olgeta save tok tok long Bislama,TogaLoha i micronationkaontri long pasifik we olgeta save tok tok long Bislama
Kapital blong hem i Toga.,Kapital blong hem i Toga,Kapital blong hem i Toga
Presidens blong Toga-Loha hemi Deodori Eleksi.,Presidens blong TogaLoha hemi Deodori Eleksi,Presidens blong TogaLoha hemi Deodori Eleksi
Machiko Kyō (boen 1924) i akta blong [[Japan]].,Machiko Kyō boen i akta blong Japan,Machiko Kyō boen i akta blong Japan
Paris hem i kapital blong [[Franis]].,Paris hem i kapital blong Franis,Paris hem i kapital blong Franis
Polanbol o kantribol i pija blong intanet kalja.,Polanbol o kantribol i pija blong intanet kalja,Polanbol o kantribol i pija blong intanet kalja
hem i tekem intanet katun tumas.,hem i tekem intanet katun tumas,hem i tekem intanet katun tumas
hem i save toktok Inglis mawea no gud.,hem i save toktok Inglis mawea no gud,hem i save toktok Inglis mawea no gud
"2009, [[Jemani]] imejbod blong Krautchan.net i mekem Polanbol.",Jemani imejbod blong Krautchannet i mekem Polanbol,Jemani imejbod blong Krautchannet i mekem Polanbol
"wan topik blong Polanbol i ded blong 'Lech Kaczyński', Polan presiden.",wan topik blong Polanbol i ded blong Lech Kaczyński Polan presiden,wan topik blong Polanbol i ded blong Lech Kaczyński Polan presiden
"Afta topik blong Polanbol i ingkludum histri, rilesensip, rong ting blong [[Polan]].",Afta topik blong Polanbol i ingkludum histri rilesensip rong ting blong Polan,Afta topik blong Polanbol i ingkludum histri rilesensip rong ting blong Polan
bakgraon.,bakgraon,bakgraon
Wan Polanbol i stat wetem intanet batel bitwin pipol blong [[Polan]] mo nara pipol long drawball.com.,Wan Polanbol i stat wetem intanet batel bitwin pipol blong Polan mo nara pipol long drawballcom,Wan Polanbol i stat wetem intanet batel bitwin pipol blong Polan mo nara pipol long drawballcom
