text,text_preprocessed,LEN,label
Yūko Ōshima (boen 17 Oktoba 1988) em i woman blong singsing blong [[Japan]].,Yūko Ōshima em i woman blong singsing blong Japan,9,3
Samoa i kaontri long [[Pasifik]].,Samoa i kaontri long Pasifik,5,30
"Marilyn Monroe (Norma Jane Mortenson o Baker, 1 Jun 1926 long [[Los Angeles]], California - 5 Ogis 1962 long samfala ples) em i bin wan akta mo woman blong singsing blong USA.",Marilyn Monroe em i bin wan akta mo woman blong singsing blong USA,13,37
"Wol Wo Tu hemi wan bigfala wo we hemi tek ples long 1939 kasem 1945 bitwin ol Allis (Inglan, [[Amerika]], USSR, [[Jaena]] mo ol fren blong trifala) mo Aksis ([[Jemani]], [[Japan]] mo ol fren blong tufala).",Wol Wo Tu hemi wan bigfala wo we hemi tek ples long kasem bitwin ol Allis mo Aksis,18,40
"Skin blo hem i black mo i smol olsem fruit blo nakatampol be i bigwan smol long hem nomo, hemi round mo blak outside be inside i kat four o tri [[korner]] .",Skin blo hem i black mo i smol olsem fruit blo nakatampol be i bigwan smol long hem nomo hemi round mo blak outside be inside i kat four o tri korner,32,40
Hemi wan sweat nut fulap man oli likem tumas long [[Vanuatu]].,Hemi wan sweat nut fulap man oli likem tumas long Vanuatu,11,24
Galileo Galilei (15 Februari 1564 – 8 Januwari 1642) i bin wan man blong [[saens]] blong [[Itali]].,Galileo Galilei i bin wan man blong saens blong Itali,10,13
Toga-Loha i micronation-[[kaontri]] long [[pasifik]] we olgeta save tok tok long [[Bislama]].,TogaLoha i micronationkaontri long pasifik we olgeta save tok tok long Bislama,12,2
Machiko Kyō (boen 1924) i akta blong [[Japan]].,Machiko Kyō i akta blong Japan,6,9
Paris hem i kapital blong [[Franis]].,Paris hem i kapital blong Franis,6,36
"2009, [[Jemani]] imejbod blong Krautchan.net i mekem Polanbol.",Jemani imejbod blong Krautchannet i mekem Polanbol,7,0
"Afta topik blong Polanbol i ingkludum histri, rilesensip, rong ting blong [[Polan]].",Afta topik blong Polanbol i ingkludum histri rilesensip rong ting blong Polan,12,11
Wan Polanbol i stat wetem intanet batel bitwin pipol blong [[Polan]] mo nara pipol long drawball.com.,Wan Polanbol i stat wetem intanet batel bitwin pipol blong Polan mo nara pipol long drawballcom,16,35
Risa Niigaki (boen 1988) em i woman blong singsing blong [[Japan]].,Risa Niigaki em i woman blong singsing blong Japan,9,3
Paulo Fernando Fazenda Manuel (boen 19 Novemba 1998) em i man blong singsing blong rap blong [[Angola]].,Paulo Fernando Fazenda Manuel em i man blong singsing blong rap blong Angola,13,37
Brigitte Anne-Marie Bardot (boen 28 Septemba 1934) i akta blong [[Franis]].,Brigitte AnneMarie Bardot i akta blong Franis,7,8
Annie Jump Cannon (11 Desemba 1863 – 13 Epril 1941) i bin wan wuman blong [[Astronomi]].,Annie Jump Cannon i bin wan wuman blong Astronomi,9,1
Goat o Nanigot hemi wan [[animol]] wea i stap lo plantesen yu pasem lo rop o i stap lo fens.,Goat o Nanigot hemi wan animol wea i stap lo plantesen yu pasem lo rop o i stap lo fens,20,24
Malawi i kaontri long [[Afrika]].,Malawi i kaontri long Afrika,5,33
"Giovanni Pierluigi da Palestrina o Palestrina (boen long Palestrina, (c.1525 – 2 Febuwari, 1594 long [[Rome]]) em i bin wan impoten man blong miusik blong Renaissance blong [[Itali]].",Giovanni Pierluigi da Palestrina o Palestrina em i bin wan impoten man blong miusik blong Renaissance blong Itali,18,13
Drew Massey em i akta blong [[Yunaeted Stet blong Amerika]].,Drew Massey em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Masal Aelan hem i wan kaontri long [[Pasifik]].,Masal Aelan hem i wan kaontri long Pasifik,8,22
Ambae Aelan o Aoba hem i wan blong olgeta aelan long [[Vanuatu]].,Ambae Aelan o Aoba hem i wan blong olgeta aelan long Vanuatu,12,50
"Hem i stap long [[Penama]] provens, klosap long Santo, Pentecost, mo Maewo aelan.",Hem i stap long Penama provens klosap long Santo Pentecost mo Maewo aelan,13,24
Provinsial senta blong Penama provens i stap long [[Saratamata]] long is Ambae.,Provinsial senta blong Penama provens i stap long Saratamata long is Ambae,12,24
Yu ting se yu stap long [[solwota]].,Yu ting se yu stap long solwota,7,40
"[[Samuel Langhorne Clemens]] o [[Mark Twain]] (30 Novemba 1835 – 21 Epril 1910), em i bin wan impoten raeta (man blong [[litorasa]]) blong [[[[Yunaeted Stet blong Amerika|Amerika]]]].",Samuel_Langhorne_Clemens o Mark Twain em i bin wan impoten raeta blong Yunaeted Stet blong AmerikaAmerika,15,7
Kanok Wongtangan i man blong politik blong [[Taelan]].,Kanok Wongtangan i man blong politik blong Taelan,8,50
"Long July 2016, populaesen blong [[Iowa]] i stap araon 3,134,693.",Long July populaesen blong Iowa i stap araon,8,41
Kanada i wan kaontri blong [[Not Amerika]].,Kanada i wan kaontri blong Not_Amerika,6,39
"- ""Principality of Liechtenstein"") i kaontri long [[Yurop]].",Principality of Liechtenstein i kaontri long Yurop,7,14
"I long Switzerland, [[Ostria]].",I long Switzerland Ostria,4,20
Kaori Momoi (boen 1952) i akta blong [[Japan]].,Kaori Momoi i akta blong Japan,6,43
"Long Julae 2009, populaesen blong [[Vermont]] i stap araon 621,760.",Long Julae populaesen blong Vermont i stap araon,8,41
Zelda Rae Williams (boen 31 Julae 1989) em i akta blong [[Yunaeted Stet blong Amerika]].,Zelda Rae Williams em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Amerika i wan [[kontinen]].,Amerika i wan kontinen,4,19
Francis Albert Sinatra (12 Desemba 1915 – 14 Mei 1998) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,Francis Albert Sinatra em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,11,26
"Leji (""Litchi chinensis"") hemi wan frut blong [[Guangdong]] mo [[Fujian]] provins long Jaena.",Leji hemi wan frut blong Guangdong mo Fujian provins long Jaena,11,35
"I long [[Slovenia]], [[Hangari]], Serbia, Bosnia & Herzegovina.",I long Slovenia Hangari Serbia Bosnia Herzegovina,7,18
"Long Julae 2015, populaesen blong [[Kroasia]] i stap araon fo mo haf milien.",Long Julae populaesen blong Kroasia i stap araon fo mo haf milien,12,41
"Niccolò Machiavelli (boen 3 May 1469 long Florence, daed 14 Septemba 1527 long Florence) em i bin wan blong [[Filosofi]] [[Itali]].",Niccolò Machiavelli em i bin wan blong Filosofi Itali,9,1
Atsuko Maeda (boen 10 Julae 1991) em i woman blong singsing blong [[Japan]].,Atsuko Maeda em i woman blong singsing blong Japan,9,3
Sophia Anna Bush (boen 8 Julae 1982) em i akta blong [[Yunaeted Stet blong Amerika]].,Sophia Anna Bush em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Marco Antonio Rubio (boen 28 Mei 1971) i politikis blong [[Yunaeted Stet blong Amerika]].,Marco Antonio Rubio i politikis blong Yunaeted_Stet_blong_Amerika,7,27
Tongoa hemi wan smol aelan blong yumi long [[vanuatu]].hemi biggest aeland insait long shepherds group blong ol aeland we oli stap insait long Shefa province wan long ol province blong Vanuatu.,Tongoa hemi wan smol aelan blong yumi long vanuatuhemi biggest aeland insait long shepherds group blong ol aeland we oli stap insait long Shefa province wan long ol province blong Vanuatu,31,28
"Long saotsaot west to notnot is sait blong aeland I gad Meriu, Bongabonga, [[Mangarisu]], Euta, Itakomamo Matangi we oli toktok [[Namakura]] mo long notnott is to saotsaot west sait I gad Panita, Lumbukiti, Ravenga, Lupalea, Pele, Purao mo Kurumambe we oli toktok Nakanamanga.",Long saotsaot west to notnot is sait blong aeland I gad Meriu Bongabonga Mangarisu Euta Itakomamo Matangi we oli toktok Namakura mo long notnott is to saotsaot west sait I gad Panita Lumbukiti Ravenga Lupalea Pele Purao mo Kurumambe we oli toktok Nakanamanga,43,40
"I toktok blong meinwan long hem [[Yunaeted Kingdom]], Ailan, Yunaeted Stets, [[Kanada]], [[Ostrelia]], [[Niusilan]], [[Saot Afrika]], [[Jamaika]].",I toktok blong meinwan long hem Yunaeted_Kingdom Ailan Yunaeted Stets Kanada Ostrelia Niusilan Saot Afrika Jamaika,16,40
Airi Suzuki (boen 1994) em i woman blong singsing mo akta blong [[Japan]].,Airi Suzuki em i woman blong singsing mo akta blong Japan,11,3
"Roxanne (boen long yia 1967 long [[Vienna]] long Austria), em i woman blong singsing blong ""euro disco"" blong [[Ostria]].",Roxanne em i woman blong singsing blong euro disco blong Ostria,11,37
"Michael Richard ""Mike"" Pence (boen 1959) i politikis blong [[Yunaeted Stet blong Amerika]].",Michael Richard Mike Pence i politikis blong Yunaeted_Stet_blong_Amerika,8,27
Ekwetorial Gini i kaontri long [[Afrika]].,Ekwetorial Gini i kaontri long Afrika,6,33
James Maitland Stewart (20 Mei 1908 – 2 Julae 1997) i akta blong [[Yunaeted Stet blong Amerika]].,James Maitland Stewart i akta blong Yunaeted_Stet_blong_Amerika,7,44
Yunaeted Arab Emirets i kaontri long [[Esia]].,Yunaeted Arab Emirets i kaontri long Esia,7,14
"Dante Alighieri (bon klosap 29 May 1265 long Florence, ded 14 Septemba 1321 long Ravenna) i bin wan poet blong [[Itali]].",Dante Alighieri i bin wan poet blong Itali,8,1
Seoul Stesen i big relwei stesen long [[Seoul]].,Seoul Stesen i big relwei stesen long Seoul,8,48
Momoko Ishida (boen 1950) em i woman blong singsing blong [[Japan]].,Momoko Ishida em i woman blong singsing blong Japan,9,3
"Mariusz Łukasz Wlazły (boen 4 Ogis 1983 long Wieluń), em i volibol pleya blong [[Polan]].",Mariusz Łukasz Wlazły em i volibol pleya blong Polan,9,31
"Hemi wan gudfala kaekae we ol man oli wantem blo kakae usum ol difren stil blo kuk olsem mekem [[laplap]], bolem taem i raep, rusum mo tu oli man oli wantem kaekae taem i raep mo tu banana hemi save gro fulap wantaem.",Hemi wan gudfala kaekae we ol man oli wantem blo kakae usum ol difren stil blo kuk olsem mekem laplap bolem taem i raep rusum mo tu oli man oli wantem kaekae taem i raep mo tu banana hemi save gro fulap wantaem,43,40
"- ""Repubblica italiana"") i kaontri long [[Yurop]].",Repubblica italiana i kaontri long Yurop,6,14
Kapital blong hem i [[Rome]].,Kapital blong hem i Rome,5,4
"I long [[Franis]], Switzerland, [[Ostria]], [[Slovenia]], [[San Marino]], [[Vatican Siti]].",I long Franis Switzerland Ostria Slovenia San Marino Vatican Siti,10,18
Presidens blong hem i [[Sergio Mattarella]].,Presidens blong hem i Sergio_Mattarella,5,20
"Miki Nonaka (bon long yia 1999), em i woman blong singsing blong [[Japan]].",Miki Nonaka em i woman blong singsing blong Japan,9,3
"Katalan hem wan lanwis we olgeta i stap toktok long hem long Katalonia (tufala long notis Spain mo saotis [[Franis]]), Valencian Kaontry, Balearik Aelan, [[Andorra]], Alguer (wan siti blong [[Itali]]) mo wes hafples long Aragon.",Katalan hem wan lanwis we olgeta i stap toktok long hem long Katalonia Valencian Kaontry Balearik Aelan Andorra Alguer mo wes hafples long Aragon,24,24
Ulsan i bigtaon blong [[saot Koria]].,Ulsan i bigtaon blong saot_Koria,5,21
Burundi i kaontri long [[Afrika]].,Burundi i kaontri long Afrika,5,33
"Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta y Rodríguez, (Diego Rivera; Disemba 8, 1886 – Novemba 24, 1957) i wan man blong at blong [[Meksiko]].",Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta y Rodríguez i wan man blong at blong Meksiko,23,35
Momoko Sawai (boen 1954) em i akta blong [[Japan]].,Momoko Sawai em i akta blong Japan,7,43
KoŇĄskowola ( : [k…Ē…≤sk…Ē'v…Ēla]) i wan smol taon long [[Polan]].,KoŇĄskowola i wan smol taon long Polan,7,11
"""Bichelamar"") hem wan lanwis we olgeta i stap toktok long hem long [[Vanuatu]], mo hem nasonal lanwis blong kantri ia.",Bichelamar hem wan lanwis we olgeta i stap toktok long hem long Vanuatu mo hem nasonal lanwis blong kantri ia,20,35
"Narafala eksempol blong kriol olsem, igat [[Pijin]] blong [[Solomon Aelan]], [[Tok Pisin]] long PNG, ale Torres Strait Kriol long Kwinsilan ([[Ostrelia]]).",Narafala eksempol blong kriol olsem igat Pijin blong Solomon Aelan Tok Pisin long PNG ale Torres Strait Kriol long Kwinsilan,20,35
"Franz Peter Schubert (31 Januwari 1797, [[Vienna]] - 19 Novemba 1828, [[Vienna]]) em i bin wan man blong miusik blong [[Ostria]].",Franz Peter Schubert em i bin wan man blong miusik blong Ostria,12,13
Buôn Ma Thuột i stap smol taon blong [[Vietnam]].,Buôn Ma Thuột i stap smol taon blong Vietnam,9,47
Giuseppe Verdi (9 o 10 Oktomba 1813 Roncole klosap long Busseto; 27 Januwari 1901 long Milan) em i bin wan raeta blong miusik blong [[Itali]].,Giuseppe Verdi em i bin wan raeta blong miusik blong Itali,11,13
Rie Kitahara (boen 24 Jun 1991) em i woman blong singsing blong [[Japan]].,Rie Kitahara em i woman blong singsing blong Japan,9,3
"Marion Anne Perrine ""Marine"" Le Pen (boen 5 Ogis 1968) em i politikis blong [[Franis]].",Marion Anne Perrine Marine Le Pen em i politikis blong Franis,11,31
Tornesch i stap smol taon blong [[Jemani]] blong west.,Tornesch i stap smol taon blong Jemani blong west,9,47
"James Eugene ""Jim"" Carrey (boen 17 Januware 1962) i akta blong [[Kanada]].",James Eugene Jim Carrey i akta blong Kanada,8,8
Vladimir Ilyich Ulyanov (1870-1924) i hed blong stet blong [[Rasia]].,Vladimir Ilyich Ulyanov i hed blong stet blong Rasia,9,12
Mikronesia hem i wan kaontri long [[Pasifik]].,Mikronesia hem i wan kaontri long Pasifik,7,22
Wendy Son (boen 1993) em i woman blong singsing blong [[Saot Koria]].,Wendy Son em i woman blong singsing blong Saot_Koria,9,37
Justin Pierre James Trudeau (boen 1971) i praem minista blong [[Kanada]].,Justin Pierre James Trudeau i praem minista blong Kanada,9,42
Tulsi Gabbard (boen 12 Epril 1981) i politikis blong [[Yunaeted Stet blong Amerika]].,Tulsi Gabbard i politikis blong Yunaeted_Stet_blong_Amerika,6,27
Hem i bin berem ol gol plet mo afta i kamaot long [[Josef Smit]] long wan enjel.,Hem i bin berem ol gol plet mo afta i kamaot long Josef_Smit long wan enjel,16,35
"Christopher Andrew ""Chris"" Coons (boen 9 Septemba 1963) i politikis blong [[Yunaeted Stet blong Amerika]].",Christopher Andrew Chris Coons i politikis blong Yunaeted_Stet_blong_Amerika,8,27
Yukio Hatoyama (boen 11 Februari 1947) i praem minista blong [[Japan]].,Yukio Hatoyama i praem minista blong Japan,7,42
Swiselan i kaontri long [[Yurop]].,Swiselan i kaontri long Yurop,5,23
"Tanna sup hemi wan kakae we hem i kam [[aut]] long sauten [[island]] blo [[Vanuatu]] we oli kolem [[Tanna]], fulap lo ol aeland blo [[Vanuatu]] tete tu oli stap atoptem kaen stael blo kook ia.",Tanna sup hemi wan kakae we hem i kam aut long sauten island blo Vanuatu we oli kolem Tanna fulap lo ol aeland blo Vanuatu tete tu oli stap atoptem kaen stael blo kook ia,35,28
[[Tanna]] sup hemi geak ; from hemi savem taem.,Tanna sup hemi geak from hemi savem taem,8,25
Fulap lo ol man tete long [[Vanuatu]] oli traem blo atem ap ol different kind stael long kaen kaekae ia tu.,Fulap lo ol man tete long Vanuatu oli traem blo atem ap ol different kind stael long kaen kaekae ia tu,21,24
"kaen kaekae ia hemi includum ani enegi kakae olsem : manioc, taro , yam, mo fulap more...ol protective kakae olsem [[island]] kabbage , wite boon, soshoot, mo fulap more...meat blo hem olsem puluk, nani got, fish more fulap mo.",kaen kaekae ia hemi includum ani enegi kakae olsem manioc taro yam mo fulap moreol protective kakae olsem island kabbage wite boon soshoot mo fulap moremeat blo hem olsem puluk nani got fish more fulap mo,36,0
"Bae fulap [[island]] pae oli save atem ol style long kaen kakae ia hamas, be name Tanna sup hemi still stap yet, pae ol man save changem sweatness hamas be name i still stap sa mak.",Bae fulap island pae oli save atem ol style long kaen kakae ia hamas be name Tanna sup hemi still stap yet pae ol man save changem sweatness hamas be name i still stap sa mak,36,24
"[[Blo]] endem smol lukluk abautem [[Tanna]] sup , [[Tanna]] sup hemi wan gud kakae i save helpem man o woman long side blo haelt, grouth blo wan bikinini mo life expectancy blo wan man.",Blo endem smol lukluk abautem Tanna sup Tanna sup hemi wan gud kakae i save helpem man o woman long side blo haelt grouth blo wan bikinini mo life expectancy blo wan man,33,35
Be tanna sup hemi still kohed yet long ol [[island]] blo Vanuatu.,Be tanna sup hemi still kohed yet long ol island blo Vanuatu,12,35
Stanley Kubrick (26 Julae 1928 – 7 Maj 1999) em i muvi daerekta blong [[Yunaeted Stet blong Amerika]].,Stanley Kubrick em i muvi daerekta blong Yunaeted_Stet_blong_Amerika,8,44
"Long July 2016, populaesen blong [[Florida]] i stap araon 20,612,439.",Long July populaesen blong Florida i stap araon,8,41
"Annie Vitelli (bon 1837 long [[London]] long Inglan mo bin ded 1917 long [[Ostrelia]]), em i bin woman blong singsing blong [[Niusilan]].",Annie Vitelli em i bin woman blong singsing blong Niusilan,10,37
Praem Minista blong Vanuatu em i big man long gavman blong kaontri [[Vanuatu]].,Praem Minista blong Vanuatu em i big man long gavman blong kaontri Vanuatu,13,28
Fes Praem Minista blong Vanuatu hemi Father [[Walter Lini]].,Fes Praem Minista blong Vanuatu hemi Father Walter_Lini,8,24
I kat fulap langwis lo [[wol]].,I kat fulap langwis lo wol,6,0
Long [[Vanuatu]] oli toktok long bitim 100 langwis blong ples.,Long Vanuatu oli toktok long bitim langwis blong ples,9,11
"[[Man]] we oli save moa langwis, bren blong hem i save moa helti.",Man we oli save moa langwis bren blong hem i save moa helti,13,40
"Long July 2009, populaesen blong [[Kalifornia]] i stap araon 36,961,664.",Long July populaesen blong Kalifornia i stap araon,8,41
Ai Takahashi (boen 1986) em i woman blong singsing blong [[Japan]].,Ai Takahashi em i woman blong singsing blong Japan,9,3
long wan laen blong Jif long [[Nepal]].,long wan laen blong Jif long Nepal,7,50
Hillary Diane Rodham Clinton (boen 1947) i politikis blong [[Yunaeted Stet blong Amerika]].,Hillary Diane Rodham Clinton i politikis blong Yunaeted_Stet_blong_Amerika,8,27
Hiromu Nakagawa (20 Februari 1911 – 14 Maj 2011) em i politikis blong [[Japan]].,Hiromu Nakagawa em i politikis blong Japan,7,38
James Byron Dean (8 Februari 1931 – 30 Septemba 1955) i akta blong [[Yunaeted Stet blong Amerika]].,James Byron Dean i akta blong Yunaeted_Stet_blong_Amerika,7,44
Momoko Tanabe (boen 21 Ogis 1999) em i akta blong [[Japan]].,Momoko Tanabe em i akta blong Japan,7,43
Momoko Yamamoto (boen 23 Februari 1992) i akta blong [[Japan]].,Momoko Yamamoto i akta blong Japan,6,9
Sudan i kaontri long [[Afrika]].,Sudan i kaontri long Afrika,5,33
[[Pasifik]] i big bodi blong wota.,Pasifik i big bodi blong wota,6,11
Wilkes-Barre i stap smol taon blong [[Pennsylvania]].,WilkesBarre i stap smol taon blong Pennsylvania,7,47
