	Clean_Content	Human_Label
953	lagos lockdown for coronavirus begin today see wetin dey affected &amp; wetin you no fit do dis period	neutral
10049	dis investigation identify di worst offenders of torture inside nigeria police &amp; armed forces. but authorities go gree hold dem to account?	negative
4938	"""as tins e be for nigeria now, no region dey safe as security problem full ground everiwia"" - abia senator enyinnaya abaribe"	negative
6509	coza: pastor biodun fatoyinbo don step down from pulpit	negative
6385	why america target iran general qasem soleimani.	neutral
13984	chai, arsenal! oh boi, why you enta arsenal?	positive
1315	21' callum hudson-odoi no get luck at all. see as he for score dia but one back man block and clear him shot.	positive
3069	83' olsen dey para today o! zaniolo play ball wey don almost enta but olsen dive stop am again! 1⃣-1⃣	negative
1529	simona halep beat serena williams to win wimbledon title	positive
10533	ghana police confirm say kidnapped takoradi girls die	negative
5186	today na match day and we get wolves to chaw!	positive
12738	world mental health day 2019 dey torchlight suicide mata	neutral
8316	voting dey go on fain here for douala' - governor samuel diboa how di election dey waka for your side? follow bbc pidgin for live updates here:	neutral
4567	e remain small dem for score united but romero catch am.	positive
11809	tune in 5pm today as  go dey give una non stop slow mix wey go dey make you feel alright as you dey browse via	positive
4751	breaking tori : pikin dem, odas don trap inside building wey collapse for lagos island	negative
13831	oya, totori me one time...	positive
2348	stefflon don and burna boy, wetin dey pa?	positive
9965	america ban cameroon military official jean claude ango ango for seka bush meat trade corruption	negative
3873	fashi all the lies wey una dey read, takumi minamino no be target for manchester united [men]	positive
12570	in case una dey wonda weda  no dey work for your side	neutral
4047	why nobody close am down?	positive
5493	nigeria opposition party,  want di chief justice of nigeria, justice tanko muhammad to step down from di remaining judgement wey concern pdp govnors. pdp national chairman uche secondus dey react to supreme court judgement wey sack dia party man emeka ihedioha.	negative
3173	bank of ghana🇬🇭 give many reasaons for dis new higher denomination. some people feel say dis move be bomb. what be your take on dis ghc 200, 100 and gh matter?	neutral
4796	why i set fire burn my babe and family as dem dey sleep'	negative
13569	ref don fire final whistle! sweet match but na one point we see carry comot from genova. romero cancel el shaarawy goal for befor mirante catch sanabria penarity for wounjur time.	positive
7439	clap for yoursef, question master!	positive
10297	your head dey dia. you, go fit sabi coach ooo!	positive
10715	good morning still on the mata ...  don carry body come studio w  he speak him mind about the killings wey dey shele. say we need join hands together. one love na him we need . go download…	neutral
7786	30' ️ mehmet topal use hin hand carry ball inside box 18 and referee fire whistle for penarity before veretout send goalie keeper message go wrong way com score goal wey dey make us lead! 0⃣-1⃣	positive
8883	72' batshuayi dey enta for tammy abraham.	positive
13395	39' barkley knack shot de gea catch am. na waaa!	positive
6147	congratulobia to  say  don name am di im wife  gen no waste time to share as di tori dey sweet her for belle. sexy toh bahd. (: getty images).	positive
11194	goals wey dem don score this season: mason greenwood: 6 nicolas pepe: 4 if i talk, trouble go dey.	positive
1052	court don grant afeez fashola aka naira marley n2million naira bail	neutral
3299	sense no go kee you	positive
4399	we dey feel your laff	positive
13891	- dame pauline tallen – women affairs - rotimi amaechi – transport - mohammed dangyadi – police affairs - engr. sale mamman – power - abubakar d. aliyu – works and housing, state - sadiya umar faruk – humanitarian affairs, disaster management and social development	neutral
936	na dis kain yeye players you dey link us ba?	negative
8083	the kind salary wey erling braut håland dey ask for be around €8m per year and e dey make rb leipzig to pull out from the race. man united &amp; borussia dortmund dey lead the race. [marca]	positive
10148	dis your advice enta.	positive
13201	always take out time to appreciate people wey love your hustle. god bless all the people wey dey support muip. ️…	positive
4362	joseph assomo say na inside confusion army burn houses, spoil cargo for alachu	negative
8831	why you com dey tell us? 🤷‍️	neutral
161	angel gomes don remove manchester united from hin bio. wow	positive
1765	nigeria don comot shame for africa eye for dis world cup. |	positive
485	even prime vidic no win world best, so na ordinary van dijk wan win am?? liverpool fans na bunch of jokers. h…	positive
4402	good morning yard pipo! luweh joël from bamenda cameroon say make we all reason dis proverb. you sabi wetin e mean?	neutral
5281	wetin you think about van de beek?	positive
13864	how many points we go collect? reply now!	positive
2563	congratulobia eni!	positive
951	man united no fit: attack defend score from set-piece defend from set-piece pass ole gunnar solskjaer bin buy hin united dna from the boys wey dey sell pink lips at computer village.	positive
2467	for now na still only one confirmed case dey for nigeria	neutral
5083	kogi election: apc candidate yahaya bello don win second term as governor of kogi state	positive
9807	see di winners from di awards for film inside africa	neutral
578	don yarn say dem no go press dia £40m buy-back button for nathan ake and dem no go bid for him bournemouth team-mate callum wilson. (sky sports news)	positive
1094	breaking tori: inec don declare pdp duoye diri as winner of di bayelsa govnorship election. see wetin you need to know about di judgement wey sack david lyon as govnor-elect of bayelsa state.	neutral
13129	kaduna state go pay n30,000 minimum wage from september	positive
2171	di area wey bin be very big lake long long time ago na mainly salt stone full dia now.	positive
4682	- adeleke mamora – health, state - mohammed a. abdullahi – science &amp; tech, state - amb. zubairu dada – foreign affairs, state - olamilekan adegbite – mines &amp; steel - sen. omotayo alasuadura - labour, state - rauf aregbesola – interior - sunday dare – youth and sports	neutral
4650	we know. we still dey write am.	positive
11770	cameroon president paul biya don sign language and special status to laws	negative
9633	500 million bees die for brazil in three months. tins no too good for bees around di world right now.	negative
13385	universal music group (umg), today don announce one exclusive global recording agreement wey dem don sign wit ogbonge nigerian singer and songwriter tiwa savage. as  don congratulate her to wish her well as she don leave mavin records.	positive
7785	everi girl need to be careful because dem neva catch dis guys'.	negative
7048	just 2 days away from . you can't afford to miss this. live screening of blues vs foxes (and lots more) this su…	positive
10492	you fit guess wia you fit watch di full episode?	neutral
5016	wat type of dis?!	neutral
5403	real betis 1-4 barcelona: messi score hatrick wey make betis fans say well done sir!	positive
9996	nothing be like giving. pidginradio go feed 50 nigerians this december we go dey give1 live chicken and 1 mini bag of rice. we need you to join us donate nothing is too small. to join us or you won donate abeg send us email pidginradio1	positive
4952	"""my belle dey totori me wella onto wetin di boys play dis night. na important win. our season don start wella, but we still nid to dey learn dey go as we dey play."" - oga paulo fonseca"	positive
12757	national assembly inauguration: who go be di new leaders?	neutral
1138	"""you dey try tell me say thread don finish na why blue away jersey no dey again? na me you dey bobo wit dat lamba?"""	negative
8953	today na christmas. we dey wish all our followers our listeners all over the world . to those of una we dey talk about us. to una wey dey listen . to una wey never listen . to una wey dey like our post. to una...	positive
13769	oya tune in.. level dey on.. gebdu dey hot listen via  make we play u songs wey u fit sing along as you dey browse	positive
