text,text_preprocessed,k10_label
Anne Sewell Young (2 Januware 1871 – 15 Ogis 1961) em i bin wan wuman blong [[Astronomi]] blong [[Amerika]].,Anne Sewell Young em i bin wan wuman blong Astronomi blong Amerika,7_17
Młoszowa i wan smol taon long saot blong [[Polan]].,Młoszowa i wan smol taon long saot blong Polan,7_19
Hu Jintao (boen 1942) i hed blong stet blong [[Jaena]].,Hu Jintao i hed blong stet blong Jaena,7_18
Franz Kafka (bon long [[Prague]] 3 Julae 1883 – bin ded klosap long [[Vienna]] 3 Jun 1924) emi bin wan man blong litorasa.,Franz Kafka emi bin wan man blong litorasa,7_20
Em i bin boen long [[Jek Ripablik]].,Em i bin boen long Jek_Ripablik,7_6
Cà Mau i stap taon blong [[Vietnam]].,Cà Mau i stap taon blong Vietnam,7_13
"Charles Edward Anderson ""Chuck"" Berry (1926 − 2017) em i bin wan man blong singsing mo akta blong [[Amerika]].",Charles Edward Anderson Chuck Berry em i bin wan man blong singsing mo akta blong Amerika,7_1
"Julia Gillard, i woman blong politik blong [[Ostrelia]].",Julia Gillard i woman blong politik blong Ostrelia,7_7
Richard Wagner (22 Mei 1813 long Leipzig – 13 Februari 1883 long Venice) em i bin wan raeta blong miusik blong [[Jemani]].,Richard Wagner em i bin wan raeta blong miusik blong Jemani,7_17
"Carl Friedrich Gauss (Braunschweig, 30 Epril 1777 - Göttingen, 23 Februari 1855), i bin wan man blong matematikis blong [[Jemani]].",Carl Friedrich Gauss i bin wan man blong matematikis blong Jemani,7_20
"Aien, o aean, em i bin wan elemen blong [[Kemistri]].",Aien o aean em i bin wan elemen blong Kemistri,7_17
Aien em i wan empoten [[pat]] blong helti kaekae.,Aien em i wan empoten pat blong helti kaekae,7_6
Giorgio Napolitano i hed blong stet (presidens) blong [[Itali]].,Giorgio Napolitano i hed blong stet blong Itali,7_18
Ludwig van Beethoven (17 Disemba 1770 long Bonn – 26 Maj 1827 long [[Vienna]]) em i bin wan man blong miusik blong [[Jemani]].,Ludwig van Beethoven em i bin wan man blong miusik blong Jemani,7_23
Esia hem i wan [[kontinen]].,Esia hem i wan kontinen,7_6
Phon Intharathat i man blong politik blong [[Taelan]].,Phon Intharathat i man blong politik blong Taelan,7_7
Wu Zetian (624 - 705) i hed blong stet blong [[Jaena]].,Wu Zetian i hed blong stet blong Jaena,7_18
"Marie Magdalene ""Marlene"" Dietrich (27 Disemba 1901 – 6 Mei 1992) em i bin wan akta blong [[Jemani]].",Marie Magdalene Marlene Dietrich em i bin wan akta blong Jemani,7_17
Em i bin wan citizen blong Jemani mo [[Amerika]].,Em i bin wan citizen blong Jemani mo Amerika,7_17
Kim Il-sung (15 Epril 1912 – 8 Julae 1994) em i bin Hed blong Stet (presidens) blong [[Not Koria]].,Kim Ilsung em i bin Hed blong Stet blong Not_Koria,7_6
Hem i fas top tija blong yunivesiti long [[Jaena]].,Hem i fas top tija blong yunivesiti long Jaena,7_6
Bochotnica ( : [b톖x톖t틛nit포sa]) i wan smol taon long [[Polan]].,Bochotnica i wan smol taon long Polan,7_19
Sejong i bigtaon blong [[saot Koria]].,Sejong i bigtaon blong saot_Koria,7_9
"Abejar, hem i wan smol taon long rijon blong Castilla y León long [[Spen]].",Abejar hem i wan smol taon long rijon blong Castilla y León long Spen,7_11
"""Old Master"") em i bin wan man blong [[Filosofi]] mo Litorasa blong [[Jaena]].",Old Master em i bin wan man blong Filosofi mo Litorasa blong Jaena,7_5
Kava hemi wan plan we i krow long [[Vanuatu]].,Kava hemi wan plan we i krow long Vanuatu,7_21
"Sidni ([[Inglis]]: ""Sydney"") hem i wan big taon blong [[Ostrelia]].",Sidni hem i wan big taon blong Ostrelia,7_6
Konrad Adenauer (5 Januari 1876 - 19 Epril 1967) i hed blong stet blong [[Jemani]].,Konrad Adenauer i hed blong stet blong Jemani,7_18
Hiw hem wan lanwis blong [[Vanuatu]].,Hiw hem wan lanwis blong Vanuatu,7_21
Hiw hem wan aelan blong [[Vanuatu]].,Hiw hem wan aelan blong Vanuatu,7_21
"Arnaud Jouan (bon 1993 long Saint-Jean-de-Braye long [[Franis]]), em i wan akta blong filem blong Monaco.",Arnaud Jouan em i wan akta blong filem blong Monaco,7_6
"Jajmen long saed blo wijwan man i winim wan gem blong ol spot blong bodi i save kam tru long fasin blong winim ol [[gol]] o kasem wan laen bifo long ol narafala man, o tru long jajmen blong ol jaj we oli skelem ol defren kaen eria long pefomans, we i tekem tu jajmen long saed blong olsem teknokol pefomans o ol filing we atist i givim.",Jajmen long saed blo wijwan man i winim wan gem blong ol spot blong bodi i save kam tru long fasin blong winim ol gol o kasem wan laen bifo long ol narafala man o tru long jajmen blong ol jaj we oli skelem ol defren kaen eria long pefomans we i tekem tu jajmen long saed blong olsem teknokol pefomans o ol filing we atist i givim,7_22
"Brahmagupta (Sanskrit: ब्रह्मगुप्त) (boen klosap 598, bin ded afta 665) em i bin wan man blong [[matematikis]] mo [[astronomi]].",Brahmagupta em i bin wan man blong matematikis mo astronomi,7_5
Maria Salomea Skłodowska-Curie (bon 7 Novemba 1867 long [[Warsaw]] - bin ded 4 Julae 1934 long Sancellemoz) i bin wan woman blong fisikis mo [[kemistri]] blong [[Polan]] mo [[Franis]].,Maria Salomea SkłodowskaCurie i bin wan woman blong fisikis mo kemistri blong Polan mo Franis,7_17
"Victor HUGO (26 Febuwari 1802 long Besançon, 22 May 1885 long [[Paris]]) i bin wan man blong Litorasa blong [[Franis]].",Victor HUGO i bin wan man blong Litorasa blong Franis,7_20
Efate Aelan hemi wan blong olgeta aelan long [[Vanuatu]].,Efate Aelan hemi wan blong olgeta aelan long Vanuatu,7_21
[[Everi]] man i laekem blong kakae.,Everi man i laekem blong kakae,7_6
[[Mo]] mekem mane aot long hem.,Mo mekem mane aot long hem,7_6
Hem i Hed blong Stet blong [[Franis]] long 1848.,Hem i Hed blong Stet blong Franis long,7_6
"Hem i bin bon long 10 Novemba 1483, long [[Jemani]].",Hem i bin bon long Novemba long Jemani,7_6
Nha Trang emi wan smol taon blong [[Vietnam]].,Nha Trang emi wan smol taon blong Vietnam,7_13
"I gat 700,000 kamel long [[Ostrelia]] long 2010.",I gat kamel long Ostrelia long,7_6
Tenczynek i wan smol taon long saot blong [[Polan]].,Tenczynek i wan smol taon long saot blong Polan,7_19
Wan stet nem [[Alaska]] i stap long notwes kona blong Not Amerika.,Wan stet nem Alaska i stap long notwes kona blong Not Amerika,7_6
I gat wan lis blong ol kaontri blong [[wol]].,I gat wan lis blong ol kaontri blong wol,7_6
"Molière (1622 – 17 Febuwari 1673) emi bin wan akta, raeta, mo direkta blong [[Franis]].",Molière emi bin wan akta raeta mo direkta blong Franis,7_17
"Riga (lv: ""Rīga"") hem i wan big taon mo kapital blong [[Latvia]].",Riga hem i wan big taon mo kapital blong Latvia,7_6
Joko Widodo (boen 21 Jun 1961) em i hed blong stet (presidens) blong [[Indonesia]].,Joko Widodo em i hed blong stet blong Indonesia,7_18
James J. Andrews em i bin wan Afircan-American man blong [[matematikis]] blong [[Amerika]].,James J Andrews em i bin wan AfircanAmerican man blong matematikis blong Amerika,7_17
"Nicolaus Copernicus (bon long 19 Februari 1473 – bin ded long 24 Mei 1543), em i bin wan man blong [[astronomi]] blong [[Polan]].",Nicolaus Copernicus em i bin wan man blong astronomi blong Polan,7_5
Madagaskar hemi wan bigfala aelan long saot east blong [[Afrika]].,Madagaskar hemi wan bigfala aelan long saot east blong Afrika,7_6
Lanwis blong olgeta hemi wan frend blong ol lanwis blong [[Vanuatu]].,Lanwis blong olgeta hemi wan frend blong ol lanwis blong Vanuatu,7_21
"Dong Hoi, i stap wan taon blong [[Vietnam]].",Dong Hoi i stap wan taon blong Vietnam,7_13
Wolfgang Amadeus Mozart (27 Januwari 1756 - 5 Disemba 1791) em i bin wan man blong miusik mo tija blong miusik blong [[Ostria]].,Wolfgang Amadeus Mozart em i bin wan man blong miusik mo tija blong miusik blong Ostria,7_23
Statistikis em i wan pat blong [[Matematikis]].,Statistikis em i wan pat blong Matematikis,7_6
Markdorf i taon long saot blong [[Jemani]].,Markdorf i taon long saot blong Jemani,7_19
Henri Matisse (31 Disemba 1869 – 3 Novemba 1954) em i bin wan man blong at blong [[Franis]].,Henri Matisse em i bin wan man blong at blong Franis,7_5
Mikelanjelo (Michelangelo di Lodovico Buonarroti Simoni (6 Maj 1475 – 18 Februari 1564) i wan man blong at blong [[Itali]] blong Renesans (Renaissance).,Mikelanjelo i wan man blong at blong Itali blong Renesans,7_20
Helmut Kohl (3 Epril 1930 - 16 Juni 2017) i hed blong stet blong [[Jemani]].,Helmut Kohl i hed blong stet blong Jemani,7_18
Park Geun-hye (boen 1952) i hed blong stet blong [[Saot Koria]].,Park Geunhye i hed blong stet blong Saot_Koria,7_18
Hemi independent aot long [[Ostrelia]] long 1975.,Hemi independent aot long Ostrelia long,7_6
Franz Joseph Haydn (31 Maj o 1 Epril 1732 - 31 Mei 1809) em i bin wan man blong miusik blong [[Ostria]].,Franz Joseph Haydn em i bin wan man blong miusik blong Ostria,7_23
Ben Tre i stap smol taon blong [[Vietnam]].,Ben Tre i stap smol taon blong Vietnam,7_13
Insek em i wan kaen [[animol]].,Insek em i wan kaen animol,7_6
Lesoto i kaontri long [[Afrika]].,Lesoto i kaontri long Afrika,3_17
Siera Leon i kaontri long [[Afrika]].,Siera Leon i kaontri long Afrika,3_17
Ajentina i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Ajentina i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,3_7
Peru i [[kaontri]] long [[Amerika]] we olgeta save tok tok long Spanish.,Peru i kaontri long Amerika we olgeta save tok tok long Spanish,3_0
Bolivia i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Bolivia i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,3_7
Ekwado hem i wan kaontri long [[Saot Amerika]] we olgeta save toktok long Spanish.,Ekwado hem i wan kaontri long Saot_Amerika we olgeta save toktok long Spanish,3_1
Gabon i kaontri long [[Afrika]].,Gabon i kaontri long Afrika,3_17
Liberia i kaontri long [[Afrika]].,Liberia i kaontri long Afrika,3_17
Taelan i kaontri long [[Esia]].,Taelan i kaontri long Esia,3_5
Siria i kaontri long [[Esia]].,Siria i kaontri long Esia,3_5
Saepras i kaontri long [[Yurop]].,Saepras i kaontri long Yurop,3_16
Fiji hem i wan kaontri long [[Pasifik]].,Fiji hem i wan kaontri long Pasifik,3_2
Naejiria i kaontri long [[Afrika]].,Naejiria i kaontri long Afrika,3_17
"Niusilan, Niu Zilan, i [[kaontri]] long [[Pasifik]] we olgeta save tok tok long English mo Maori.",Niusilan Niu Zilan i kaontri long Pasifik we olgeta save tok tok long English mo Maori,3_10
Israel i kaontri long [[Esia]].,Israel i kaontri long Esia,3_5
Uganda i kaontri long [[Afrika]].,Uganda i kaontri long Afrika,3_17
Taewan i kaontri long [[Esia]].,Taewan i kaontri long Esia,3_5
Mongolia i kaontri long [[Esia]].,Mongolia i kaontri long Esia,3_5
Oman i kaontri long [[Esia]].,Oman i kaontri long Esia,3_5
Brasil i [[kaontri]] long [[Saot Amerika]].,Brasil i kaontri long Saot Amerika,3_16
Nauru i kaontri long [[Pasifik]].,Nauru i kaontri long Pasifik,3_3
Gini-Bisau i kaontri long [[Afrika]].,GiniBisau i kaontri long Afrika,3_17
Lebanon i kaontri long [[Esia]].,Lebanon i kaontri long Esia,3_5
"Litwania, o Lituania (toktok Litwania: ""Lietuva, Lietuvos Respublika"") i kaontri long [[Yurop]].",Litwania o Lituania i kaontri long Yurop,3_16
"- ""Հայաստան"", ""Hayastan"") i kaontri long [[Yurop]].",Հայաստան Hayastan i kaontri long Yurop,3_16
Nepal i kaontri long [[Esia]].,Nepal i kaontri long Esia,3_5
India ([[Hindi]]: भारत गणराज्य) i kaontri long [[Esia]].,India i kaontri long Esia,3_5
Benin em i wan kaontri long [[Afrika]].,Benin em i wan kaontri long Afrika,3_4
"- ""Slovensko"", ""Slovenská republika"") i kaontri long [[Yurop]].",Slovensko Slovenská republika i kaontri long Yurop,3_16
Is Timor i kaontri long [[Esia]].,Is Timor i kaontri long Esia,3_5
Yemen i kaontri long [[Esia]].,Yemen i kaontri long Esia,3_5
Pakistan i kaontri long [[Esia]].,Pakistan i kaontri long Esia,3_5
Somalia i kaontri long [[Afrika]].,Somalia i kaontri long Afrika,3_17
Jaena i kaontri long [[Esia]].,Jaena i kaontri long Esia,3_5
"Rasia (Toktok Rasia: ""Россия""), hem i wan bigfala [[kaontri]] long [[Yurop]] mo Not Esia we pipol save toktok Rasia.",Rasia hem i wan bigfala kaontri long Yurop mo Not Esia we pipol save toktok Rasia,3_6
Togo i kaontri long [[Afrika]].,Togo i kaontri long Afrika,3_17
Malesia i kaontri long [[Esia]].,Malesia i kaontri long Esia,3_5
Chile i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Chile i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,3_7
Tunisia i kaontri long [[Afrika]].,Tunisia i kaontri long Afrika,3_17
Tonga i kaontri long [[Pasifik]].,Tonga i kaontri long Pasifik,3_3
Colombia i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Colombia i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,3_7
Vietnam i kaontri long [[Esia]].,Vietnam i kaontri long Esia,3_5
Saot Sudan i kaontri long [[Afrika]].,Saot Sudan i kaontri long Afrika,3_17
Gambia i kaontri long [[Afrika]].,Gambia i kaontri long Afrika,3_17
"- ""Slovenija"", ""Republika Slovenija"" ) i kaontri long [[Yurop]].",Slovenija Republika Slovenija i kaontri long Yurop,3_16
Belize em i wan [[kaontri]] blong [[Sentrol Amerika]].,Belize em i wan kaontri blong Sentrol Amerika,3_8
Kiribati hem i wan kaontri long [[Pasifik]].,Kiribati hem i wan kaontri long Pasifik,3_2
Indonesia hem i kaontri long [[Esia]].,Indonesia hem i kaontri long Esia,3_5
Kuwait i kaontri long [[Esia]].,Kuwait i kaontri long Esia,3_5
Gana i kaontri long [[Afrika]].,Gana i kaontri long Afrika,3_17
Panama em i wan [[kaontri]] blong [[Sentrol Amerika]].,Panama em i wan kaontri blong Sentrol Amerika,3_8
Namibia i kaontri long [[Afrika]].,Namibia i kaontri long Afrika,3_17
"Meksiko (Toktok Spen: ""México""), o Yunaeted Stet blong Meksiko (t. Spen: ""Estados Unidos Mexicanos""), hem i wan bigfala kaontri blong [[Not Amerika]].",Meksiko o Yunaeted Stet blong Meksiko hem i wan bigfala kaontri blong Not_Amerika,3_9
Aljiria em i wan kaontri long [[Afrika]].,Aljiria em i wan kaontri long Afrika,3_4
Bhutan i [[kaontri]] long [[Esia]] we olgeta save tok tok long Dzongkha.,Bhutan i kaontri long Esia we olgeta save tok tok long Dzongkha,3_10
"- ""Polska, Rzeczpospolita Polska"") i kaontri long [[Yurop]].",Polska Rzeczpospolita Polska i kaontri long Yurop,3_16
Afganistan i kaontri long [[Esia]].,Afganistan i kaontri long Esia,3_5
Not Koria i kaontri blong [[Esia]].,Not Koria i kaontri blong Esia,3_11
Palau i kaontri long [[Pasifik]].,Palau i kaontri long Pasifik,3_3
Botsuana em i wan kaontri long [[Afrika]].,Botsuana em i wan kaontri long Afrika,3_4
Mali i kaontri long [[Afrika]].,Mali i kaontri long Afrika,3_17
"- ""Беларусь"") i kaontri long [[Yurop]].",Беларусь i kaontri long Yurop,3_16
Samoa i kaontri long [[Pasifik]].,Samoa i kaontri long Pasifik,3_3
Toga-Loha i micronation-[[kaontri]] long [[pasifik]] we olgeta save tok tok long [[Bislama]].,TogaLoha i micronationkaontri long pasifik we olgeta save tok tok long Bislama,3_12
Malawi i kaontri long [[Afrika]].,Malawi i kaontri long Afrika,3_17
Masal Aelan hem i wan kaontri long [[Pasifik]].,Masal Aelan hem i wan kaontri long Pasifik,3_2
Kanada i wan kaontri blong [[Not Amerika]].,Kanada i wan kaontri blong Not_Amerika,3_13
"- ""Principality of Liechtenstein"") i kaontri long [[Yurop]].",Principality of Liechtenstein i kaontri long Yurop,3_16
Ekwetorial Gini i kaontri long [[Afrika]].,Ekwetorial Gini i kaontri long Afrika,3_17
Yunaeted Arab Emirets i kaontri long [[Esia]].,Yunaeted Arab Emirets i kaontri long Esia,3_5
"- ""Repubblica italiana"") i kaontri long [[Yurop]].",Repubblica italiana i kaontri long Yurop,3_16
Burundi i kaontri long [[Afrika]].,Burundi i kaontri long Afrika,3_17
Mikronesia hem i wan kaontri long [[Pasifik]].,Mikronesia hem i wan kaontri long Pasifik,3_2
Swiselan i kaontri long [[Yurop]].,Swiselan i kaontri long Yurop,3_16
Sudan i kaontri long [[Afrika]].,Sudan i kaontri long Afrika,3_17
"Ripablik blong Vanuatu (Franis: ""République de Vanuatu"", Inglis: ""Republic of Vanuatu"") i wan kaontri long [[pasifik]] we olgeta i tok tok long [[Bislama]].",Ripablik blong Vanuatu i wan kaontri long pasifik we olgeta i tok tok long Bislama,3_14
Yunaeted Kingdom i kaontri long [[Yurop]].,Yunaeted Kingdom i kaontri long Yurop,3_16
Sao Tome mo Prinsip i kaontri long [[Afrika]].,Sao Tome mo Prinsip i kaontri long Afrika,3_17
Ostrelia i wan [[kaontri]] long [[Pasifik]] we olgeta save tok tok long [[Inglis]].,Ostrelia i wan kaontri long Pasifik we olgeta save tok tok long Inglis,3_12
Itiopia i kaontri long [[Afrika]].,Itiopia i kaontri long Afrika,3_17
Tuvalu i kaontri long [[Pasifik]].,Tuvalu i kaontri long Pasifik,3_3
Honduras em i wan [[kaontri]] blong [[Sentrol Amerika]].,Honduras em i wan kaontri blong Sentrol Amerika,3_8
"Japan (Japanis: ""日本"") i kaontri long [[Esia]].",Japan i kaontri long Esia,3_5
Urugwae i kaontri long [[Saot Amerika]] we olgeta save tok tok long Spanish.,Urugwae i kaontri long Saot_Amerika we olgeta save tok tok long Spanish,3_7
Sambia i kaontri long [[Afrika]].,Sambia i kaontri long Afrika,3_17
"Angola, hem i wan kaontri long Saotwes [[Afrika]].",Angola hem i wan kaontri long Saotwes Afrika,3_2
Tansania i kaontri long [[Afrika]].,Tansania i kaontri long Afrika,3_17
"Demokratik Ripablik blong Kongo, hem i wan kaontri long [[Afrika]].",Demokratik Ripablik blong Kongo hem i wan kaontri long Afrika,3_4
"- ""Moldova"", ""Republica Moldova"") i kaontri long [[Yurop]].",Moldova Republica Moldova i kaontri long Yurop,3_16
Suriname i kaontri long [[Saot Amerika]] we olgeta save tok tok long Dutch.,Suriname i kaontri long Saot_Amerika we olgeta save tok tok long Dutch,3_7
Jordan i kaontri long [[Esia]].,Jordan i kaontri long Esia,3_5
Filipin i kaontri long [[Esia]].,Filipin i kaontri long Esia,3_5
Gini i kaontri long [[Afrika]].,Gini i kaontri long Afrika,3_17
Guyana i kaontri long [[Saot Amerika]] we olgeta save tok tok long English.,Guyana i kaontri long Saot_Amerika we olgeta save tok tok long English,3_7
Ripablik blong Kongo i kaontri long [[Afrika]].,Ripablik blong Kongo i kaontri long Afrika,3_17
Eritrea i kaontri long [[Afrika]].,Eritrea i kaontri long Afrika,3_17
Maldiv i kaontri long [[Esia]].,Maldiv i kaontri long Esia,3_5
Senegal i kaontri long [[Afrika]].,Senegal i kaontri long Afrika,3_17
Saot Koria i kaontri blong [[Esia]].,Saot Koria i kaontri blong Esia,3_11
